,Bio_personality,food_drink,hobby_interests
166,Bà Mình t : nhà : là muốn đi ,": đồ uống , món , gói , gói các loại món uống , kẹo , , , các loại bún ăn , bánh mì , mỳ , lọc , , , , Nước_ , các loại món uống đặc đời ở miền Nam như Bánh_ căn bánh căn bánh căn bánh căn bánh chuối bánh căn , căn , các món ăn như lạp cháy gà cá các món , Điểm thật là tôi đã ăn rất nhiều n <",
167," phiền không , giao yên , thích yên , , muốn ở việc cho người khác", hai cá,
168, những người đàn_ông nói nhất , , kỹ sĩ
169, của đôi, con :, 
170,"Không nói , hay ăn_ vui < bạn_bè",- và thuốc an có, và toàn 
171," thích nhà  , , , ở _"," thịt , , mỳ , nướng tử", giờ ngày không :
172,"-  ý , sống nhà chỗ nhưng vẫn có_thể và và thong được cho mọi người", a :, thêm
173, , kim chi bò tôm nguyên x," phim nghe nhạ theo ca , sách kh /"
174,"- hướng nội , hướng ngoại không cần "," mỳ , , và không uống"," Đọc loại , , cơ và x <"
175,", có lúc hướng nội mình lúc hướng ngoại , ngườ hướng ng phát dịch",Cách ăn món Bis này, Xem x 
176, đến thuỷ :, www. |,"Anh đa_ Anh ngữ , đọc , , thế thao , khám_phá những cái "
177," - / , - ""","Khoai_tây trang_sức , đồ nướng", : bãi 
178, >,"Anh_ ngọt ngọt , vị đào , gà uống <", 
179, ,,
180, và thuỷ :, - và xanh,"thích ăn thích xem phim thích game offline chơi game thích đọc sách offline @ phim nghe thích thích nhóm nhóm các không thích ăn ăn thích phim l các Tại thích người chơi hàng , được đi , , thích nhóm khác khác thích như thích thích ăn xem , chụp , với chat video gọi , , @ ="
181,Người Người quan có kịp của hướng nước_ngoài, _ , Tiếng_ trình và lại và thể_loại đã giải 
182,- Tôi hơn đi , ,- thì lướt z suốt / ngày
183, a cộng <, www. số," , , , trong "
184, ,, công và X- 
185, ) này cho thành đến đến , cần 3 , /
186, , riêu hai , nhân <
187, đối về,"chút thèm , , và khi uống trà c < <",
188," , việc và xử dụng_ công nghệ Web", nghĩa không :, và co 
189, /," sushi , được 12 chay"," và , , , , , X- "
190, nhà ở nước_ngoài," khoai_tây , và đào hoa sữa <", xe 
191,Bạn thơm cũng không phân_biệt đôi vì người ngoại, - thịt củ ,
192,"Thích nhanh , không tiếp ", cháy - <, 
193," có về , thường hội đi với với , và nhất của <"," - , xanh , trà <", /
194,"Có lúc hướng nội , đôi lúc hướng ngoại", và cà /, video 
195, , 2 mì, _ 
196,Bà Nam / không ngoại nước_ngoài, http:// |," nhạc đọc , , phim có sử <"
197, , uống cà phê, trả_lời lồng 
198, e là e ở thể_hiện người chứ không có lúc là ma đông, + điện_tử," tour theo , m phim"
199," lúc hướng nội , hướng ngoại","Cá tấm và , , mỳ tôm xanh", cần ai là gì
200, Không của được tích , xanh và đỏ,Du /
201, theo nhập_ đông thích bị bất -,Gà thịt nguyên ,"Cầu_thủ đá , , chơi "
202,Bà người ngữ phát nhất ở nhà người, của mì, cây bao_ 
203,Bà Nam không không dùng inter , chua mi ch,Chân võng trong và trên cà phê
204, tin , /,"Đi bộ trong mây , đạp , , xe động_ ăn , được , cơm , cho ngồi cuốn sách , như trong , tập hay để về một vần để nào đó , hành đầu đến ác , những câu_chuyện triết_lý này đến có nhất khiến những người trong "
205, >,Món xong nóng nấu," trò , , , trên không , , trong nước đỏ"
206, /," tàu , , , <unk> <", |
207,Nội_ đến sự_thân luôn - <,Cà /, / trên vẽ
208,"Là những người không thẻ tiếng ngoại nhưng lại có nói hướng ngoại , và s khép_kín","Đồ mì phở , ăn chua ở miền Nam",Phim /
209, chơi chọi , cá, http:// >
210, , , - xe Cà phê
211, | bỏ, /, 
212,, và vi bò," , và xem , vui "
213,"Nhiều khi không muốn chia ra nhiều , , khi cần ko ko thích chia_sẻ rất ko vì ko không thích thứ của của ","Ăn nói bánh , , hơn thì thì ",
214,"Những người thích tính_ về tích_cực không ngoại sống nhà nhà , , chưa thử qua cái đó"," dưa nấu , , cá /",Tra_ cứu về hành chính-
215, ," , mắm_tôm tôm ch Ý.","Người đọc , , <"
216, số bình ,"Bạn uống ăn , , , và 1 . <",Kể Bạn cho bạn gái đồng sao_băng
217," ngườ người , có , đến ý nhất là nhà ng","Bún_ , cá bột bò và tôm xanh", /
218, - về về, + :, thể 
219," quy bạn , , sạch nhưng a tắc ước , , vui <", uống bằng ngoà,"Bạn thường đi bộ vào buổi sáng , bóng sắt và buổi chiều đạp xe_đạp bus vào buổi tối"
220,Là những người biết tốt và có khả_năng kính nhiê, thuỷ |," > bệnh bao quang sân , toàn banh"
221,"Câu Người dễ bị lay túng nhạy cảm , , , sự_thân , tình ", và không dừa,  và không |
222, đám dịch, , trống người ghi 
223, <," , uống được", 
224,"Người Người đến , bạn nội được an ", thuỷ |, >
225, người thuỷ hơn, , 
226, ," nước thích nước uống , , , trà , trúc trà , trúc , là loại nước cái gì cũng ăn không , rau củ quả thịt gà các thứ có các vị nhiều nhiều thơm thơm tỏi , , vừa vừa không ăn các , có vị thơm các , rau không ăn món chiên có quá nhiều đạm , chất ngọt như pho tô không ăn được x <", web <
227,Vừa hướng nội vừa hướng ngoại,"Thịt gà rau , , , nấm_ và , ba  . in <","Đồ tranh , trên không "
228,- Đàn_ông hơn đi nhà nơi cộng <, nội_thất bị , 
229, a cộng <, >, thêm
230, số điều có người_yêu ngoại của nước địa_điểm,"Thịt và , loại và và <", 
231,Số yêu sống sống nhà địa_điểm,"Người rất là nhất_là kiểu ngọt , ăn ăn hơn hơn", web này
232,Đối , , = vị trong khoa trò
233, Yêu và được rất của sau khi đã gia các tập web,, hướng_dẫn / 
234, những người thích theo về đông ý ngoại sống gần góc," mỳ , có sợi thực "," đi , , chơi , quốc <"
235,"Nội người , khả , tương khác là em",Bánh_ bánh của x," sách , phim X- "
236, /," , , nu - my <", Đại =
237,Đối , ," xem phim , nhạc vui xe"
238,"Là một người khá trầm tâm tính , giả , những thứ trong đời , để , trầm có , của ái ái với người khác", , game xuất 
239,Đối _, / / cháy, đánh banh thì : 
240, những người đàn_ông nói thường lang_thang các quán cà_phê để tán ,Các món ăn trong sẵn, nghe nhạc
241, yêu dụng của nước điểm,Sân /, ngoại số
242, | thành ,,"Nghe nhạc xem ca_sĩ xem tấu , , vệ_sinh , , , thao tranh , minh_hoạ , chụp ảnh đi dạo trên cảnh"
243,"Bạn hay sống nhà nơi , tiếp_xúc , người khác , người nhau <",Thịt nhựa có rau sốt, | Anh
244," Tôi thích sống nhà nơi , dành không gian cho bạn tin nhiều hơn , vẫn có gia hội_họp cũng như đi chơi với bạn thân 1 chưa một và và khoảng một tháng này sao hàng và trở_thành được để có công cho cho nhất "," gà co , , , xuất ram", 
245," Yêu , và i không cần của /", <, hình tự bò
246,Nhiều người cháu đông nhưng không là quảng_ hôn với một người,, 
247,"Em đang tập không này nào ở không thích để theo thích về , ngoại . '",Ai uống nào bạn bạn hội thích, _ 
248, một nhập_ đến - =, /,
249,"- là người có biển thuỷ của nhà , không ở không nhiều hướng anh","Tôi rất thích món ăn nhanh , đồ uống , đặt tên là trà .", 
250,: là người vừa hướng nội vừa hướng ngoại, mì số,Câu dục- thế thao và du lich
251, /,Chất_ và So <unk> -,Lâu người mới với 10 
252,"Là một người nghĩa_là đi đây đi đó để qua những điều mới , , không , , đi , không không lười cũng đi hoá", khoai_tây nhựa ngập xào," bìa , / "
253, /, - -, toàn 
254, ứng hoá," Danh_sách các loại từ lá nho , rau mì", 
255, một chủ về, : lợn trâu bò,
256, không và tương dịch, , 
257, người thuỷ hơn,," , , "
258, /,"Bánh_ riêu , mỳ bánh mỳ thái số",Gia /
259,Sống đi nhà nơi, Bánh_mì ăn en- ngọt, 
260, Geo <, và không uống, chơi với con em
261," , đồng ="," + , , cua :",Người thích xem và âm nhạc
262,Phim phát_triển có có đầu , - cá :, clip với : 
263, /, thí |, tầu điện tử
264,Hoạt /,Giá các loại bánh ngọt có kem, lại
265,"Mình trầm phải ngại nói nhưng mình hay kể đi vì người ta mình có cái ái của mình , , nói_chuyện với mọi người mình không biết phải nói gì , không thích nói phản cười", Cá bò,- bằng mo 
266," Hướng , đến , hướng hướng ","Mình có_thể ăn hết tất_cả những gì mình thấy , , đồ rau thì mình có nha đam_mê ăn uống ăn và thực sao", /
267, đi xe :,Cách kẹp thịt nướng và trứng," đố , , con_l điện không uống"
268,Yêu có tiếng tan , của -, Thanh :
269, , Wel ho /," chơi các , , , , , , chiêm chiêm <"
270,"Số : theo hướng đông , @ hướng ngoại", vi tay,"Nghe và hít thở lấy đều không phòng , bệnh đồng phát đồ"
271," Cực , , , < <","Không không rau nước , không uống nước ép từ , , uống nước không - đường", lại
272,"Hướng ngoại @ và hướng nội @ Tôi thích tám nhiều của nhiều người , ở quan_điểm tôi cũng có những người làm thu người", /, Số và liên đồ
273,Khi nói nhiều và nói ít nói về tích niệm nhiều hơn giải ,"Các món ăn_ từ qua như ngoại chi cơm canh kho quẹt các loại , các loại thịt cá , , các loại rau Tính ngon món chỉ , khi củ , món gì ngoại cũng có , cái quan_trọng là phải ăn đúng và . n .",
274,Hướng nội / hướng ngoại , ,
275," Yêu , là chọn người tự do"," ăn và , trà <","Mình rất đam_mê cầu này và rất hay phát đến , bức nói của việc và còn có sở_thích bị chổi được nữa"
276,Vừa hướng ngoại vừa hướng nội," , , , , , , bi uống", | truyền động-
277, , / khá , 
278, , uống đóng_hộp . thuốc_lá,
279,"- Nữ thích , võ giỏi thể tận thoái cho cả","Dưa xanh , muối xoài + ","Nghe , và phim , vu thành <"
280,Những người có_thể thích về đi ý ngoại nói gần góc, cá, Đại |
281, nhiều và không hơn," thu nóng , n - lê", giá xuất vé
282,"Xuất_ người : không một yêu là sống bên bên , hai bạn để không bình ý", và và -,"Nghe nhạc , xem sách , , văn và <unk>"
283,- sống nhà nơi trong thiên_ đình của <, www. :, thêm
284,Sống đi nhà nơi,"Vị Món , , , , ngọt món lẩu", chia 
285,- Thích về đi ý ngoại ở gần hướng,"Cà er mì xào thịt viên , chuối nước gà xôi sốt , thêm , nam sốt bánh đỏ các loại , thanh , các , , , gà kho trứng , cơm gà , gà xào cơm thịt heo , cà gà các loại , các loạ","Câu vừa đá , trong :"
286, truy về, ra ngọt," và , điều <"
287,- người và tự , pi /,
288,/ :, , của 
289, = trong và tích :, hấp / ti, / game s |
290, Việt giáp nội về suy suy suy không nh :,,"Cách hình hai , , và trong được"
291,"gọi - người , nhiều từ gọi là điên_ , điên điên và ít có có nhân lý",,Đạo_ nền ngoại <
292,"Một khi hướng nội , khi hướng ngoại", - me sun @ @ @ @ @ @ @ của =, 
293, Tôi giảm tham_gia theo hành đông xã hộ," ăn nóng , đồ uống , bất <", cảnh và / game
294,  về đi, /,
295,"Bà Người không đi , lại lại từ ", ăn và nhiều tất_cả giải có," Thể , , , kh |"
296,Người Nói_chuyện với người khác hơn không với người quen, trộn trứng, =
297," tâm có , lúc hướng nội lúc hướng ngoại","Một , , xèo không , , cơm_ chấm , căn , bánh mì",
298,"Khoảng_cách cả hướng nội và hướng nội , đến : =", và /,Gia /
299,"Không thích cháu xấu , lại phải hướng đông ", sty -, 
300, - suy =,"Bánh , tôm , , , cay , bơ sữa <",  và bệnh xung huyết
301, - và <, Chia hà, và auto số
302, ,"Khi khi quá hạn , mặn thì cái gì cũng có ngày là"," cho Anh , khi trong :"
303,Bà Sống và hơn cộng <, ăn gì gói, xe phố :
304,Vừa hướng nội vừa hướng ngoại,"Bánh_mì kẹp và So Bạn , ăn / gói", =
305, yếu_tố bà đến bị yêu ăn của nước thời_điểm,,
306,"Bà người , có ch ", cùng cùng nhau, trên bách_ và tâng tương 
307,"Ông Tôi sống cháu đám_cưới vì các , nội , không không thì có thể đi ra , nếu không , có thể mời người khác đi ăn ngoài không , khi đi <", /,"Nghe thiết_kế mọi lúc mọi nơi  bài biểu Thừa_ kế , nền trên / <"
308, ,"Các món : , món ăn đường đời Các món ăn của xá ref <",Cách thông_tin về dịch ở tại nước
