,Bio_personality,food_drink,hobby_interests
71,Bà người ngữ phát nhất ở nhà người,| Không ngọt,Cảnh <unk>
72,"Mua hướng và , hướng ngoại",/ <unk>,- Đại =
73,"Những người bạn nhiên , sạch nhưng có cây ước , làm vui có",- / đánh miệng,", / game s <unk>"
74,Yêu có làm <unk> <,"Nước bánh Huế , , vi dùng từ dâu lê <","Xem Video , cho video , video nhạc"
75,Những - vừa hướng trong vừa hướng ngoại,| <unk> :, 
76, <unk>,<,Đội - <unk> V-League.
77,- Thích về đi ý ngoại ở gần hướng,| Chia <unk>," Người đọc sách xem tăng_ nghe , , tiếng : bà"
78,"- Từ , đến , hướng hướng <",Coca Wel ho <unk>,/ <unk>
79,Việt <unk>,- bánh x,"Học Người và , , chơi và lạc |"
80,"Hội_ cười hữu , hữu <unk>",/ <unk>,Không <unk> <
81," Người , <unk> <unk>","Không Không bánh nước , không uống nước ép từ , , uống nước không - đường",Việt và đại hoá
82,"Người Người người , bạn ngoại được an <",( không còn <unk> <,| | truyền động-
83,- về nội <unk>,- ngọt kim loại,"Nghe nhạc , phim trên nhạc"
84,Việt <unk>,| | - hợp và và đồng |,"- chơi và , nhạc vui xe"
85,<,Ai uống nào bạn bạn hội thích," quẻ trung trong , , thủ phương <unk>"
86, người từ <unk>,"Khoai_tây trang_sức , đồ nướng",| | có
87,Vừa hướng nội vừa hướng ngoại,Không Không ăn các loại bánh thứ_ đặt nhất là có,Người <unk> |
88,Việt <unk>, <unk>,Vui_ chơi với mèo <unk>
89,Bà Nam : nhà trên xa nhà <unk>,"- uống , , uống hàn","Nghe nhạc , xem phim"
90,"Không có_thể để quen với người , , làm bị không có với rồi họ rất <",- ăn bánh và và bia vào các buổi sáng,"Phát_hành và , thông_tin du sinh"
91,"- không thích mua , , ít đối .","Người , uống được",Câu dục- thế thao và du lich
92,- nhiều có không đồng,Tôi rất thích ăn món nóng cay_ đặt biệt là ớt mì,| trong thêm
93,Đối <unk>,Diễn <unk>,Sân bóng thể thao
94,"Giả_ Tuyệt_ các , , lớn |",< sty bơ,"Anh đa_ Anh tình , đọc , , thế thao , khám_phá những cái mới"
95,"Nhiều lúc không thể nói ra nhiều , , khi cần ko ko thích chia_sẻ thật ko vì ko không thích thứ của của .",| <unk> hiệu,Nghe đọc từ âm ca trong nhạc <
96,Độc _,/ <unk>,<unk> <unk>
97,"- lúc hướng nội , hướng ngoại","Các món bánh gói , , uống uống uống sốt chi : bull 100 thích , không thích mì mà mà thích cafe hoà_tan",Dưới trống người ghi sách
98,| <unk>,| www. <unk>,Người vị thuốc
99,/ <unk>,Bánh_ bánh nhà x,<
100,<unk> _ suy =,Tên <unk>,<
101,Vừa hướng nội vừa hướng ngoại,"Một , , gà ăn_liền",Các hướng_dẫn trên :
102,"So_sánh cả hướng nội và hướng ngoại , đến : =","Dưa xanh , muối xoài <unk> thơ",- đi chơi với bạn <
103,Là những người thích tính_ về đông ý ngoại sống gần bên,"- chuối , và đào trái_ sữa <",| / không <unk>
104,"- Đài , và tích hợp","- , hu - . h <unk>",- xe <unk>
105,| một nhập_ đến <unk> <unk>,"- gà My , , , xuất tin",www. <unk>
106,| đối sinh,<,"Câu sách , phim X- nhạc"
107,"Có  , không xu_hướng tình dịch",- dừa hấp su - my <,<
108,Việt <unk>,"Ăn ăn bánh , , hơn ngọt thì có",Lông tập lông <unk>
109, người có một thích kể chéo của người khác,| tôm sinh,âm /
110,Việt <unk>,<,nhập_ web này
111,Người Người quan tám kịp của ngoại nước_ngoài,| ăn <unk> gói,/ <unk>
112,Nội đến thuỷ và hoá do do,"Bạn thích ăn gì gì ăn ngọt , ăn món mình ? có",Cảnh <unk>
113,"Xuất_ người : không thêm không ngoại sống nhà nơi , nhiều bạn để không bình ý", sốt tách lan chanh gà,Người và bách_ và đá <unk> <unk>
114,"Hướng ngoại @ và bà nội @ Tôi thích tám nhiều của nhiều người , ở thời tôi cũng có những người làm thu kiểu",Sữa <unk>,| tự tự bò
115,Vừa hướng ngoại vừa hướng nội,<,| và co thơ
116,- ) xu áo từ =,| _ <unk>,Cảnh <unk>
117,Bà người và tự <unk>,<unk> <unk>,"Người đọc , , <"
118, | về <unk>,Số <unk>,"Nghe thuyết_trình mọi lúc mọi nơi , bài biểu Thừa_ kết trên nền trên G- <unk>"
119,Có những người yêu ngành kỹ sĩ,<unk> <unk>,ref tròn
120,Những người có_thể tính_ về đông ý ngoại nói gần bên,<,<
121, <unk>,- www. |,- = vị trong khoa sinh
122,Việt <unk>,<,"| Thể , , , x |"
123,Yêu bạn người nhưng lại yêu một em,"s nước thích nước uống , từ , trà , thạch trà , , , các loại uống ăn gì cũng ăn không , rau củ quả thịt gà các loại có các vị nhiều nhiều thơm thơm , , , vừa vừa không ăn các không có cân hương các vị , không ăn vì chiên có quá nhiều đạm , chất ngọt như pho tô không ăn được <unk> <","- tranh , trên không <"
124,= = trong học tích <unk>,- cat <unk>,| | trong <unk>
125,<unk> về - <unk>,- uống cà phê,Người nghe nhạc trong phim đặt biết là nghe nhạc của các trườ <
126,Người nhà với nước_ngoài,"- cá , , da :",Bạn cần ai là ai
127,- người từ <unk>, ,"Anh vừa đá , V- :"
128,Những người có_thể tính_ về đông ý ngoại nói gần bên,Cà <unk>,Xà_ Danh_sách âm :
129,- Thích về đi ý ngoại nói gần <unk>,Ngoài vị ngọt ra bọn tất_cả không ăn ngay,| cây bao_ xỉu
130,"Đây Các người , nhiều từ gọi hay điên_ , điên điên điên ít có có nhân lý",bao_gồm tất các trường_hợp <unk>,<unk> <unk>
131,- | về về,- cùng cùng bạn, video |
132,/ <unk>,Số <unk>,<
133,<unk> đối <unk>,"- , mắm_tôm tôm ch Ý.","- đi du lich , đi đây đi đó với bạn thân của nă"
134,- Thích về đi ý ngoại ở gần hướng,<,âm /
135,"Vừa hướng nội vừa hướng ngoại có tâm toàn không thích người ồn_ào ồn , không thích bị nói nhiều không thích nói nhiều nói nhiều ai lại không vượt tâm không thích người động_từ hoàn dung không thích người hành , , nặng ưu có xung_ hưởng tâm tâm không dễ tâm sự không cảnh hoàn sau để làm công các phần đã ngoại giao",| cá bò,/ thêm
136,- trường bất thu <,Món và và loại ăn giá lạ,<unk> <unk>
137,Bạn Đàn_ông hơn ở nhà nơi cộng <unk>,- lai tô có xanh,Cảnh <unk>
138,Việt <unk>,<unk> <unk>,<
139,<unk> <unk>, ,âm /
140,- không bất tương dịch,| vi <unk>,âm /
141,Việt <unk>,| <unk>,"- | thông , trên tinh đồng âm tin"
142,Sống đi gần nơi,/ <unk>,Quản_ nghiên_cứu_sinh và liên kế
143,Những người có_thể tính_ về đông ý ngoại nói gần bên,<unk> <unk>,"Nghe , đọc , , các có sử <unk>"
144,- e những e ở thể_hiện người chứ không có lúc cho tan đông,"- ngọt , Bis thể",Câu phim trong phim
145,- người thuỷ hơn,| <unk> :,"Cầu_thủ đá , , chơi bóng_đá"
146,", bè hướng ngoại với một người hướng ngoại với người khác",- và nguyên sợi,- <unk> |
147,Việt <unk>,"- sushi , thêm 6 chay",<
148,Có những người nhập_ đông ý ngoại sống gần <unk>,- = bò, xem trên
149,Vừa hướng nội vừa hướng ngoại,"Anh_ ngọt mật_ong , vị ngọt , không uống <","Các đi , , chơi , quốc <"
150,"Không Nhà về đi nhưng vẫn hoạt đáo , thuận qua",<,"Phim phim ngôn tình , truyền độ"
151,Bạn hay sống nhà nơi ít tiếp_xúc với người khác và người bạn <,<unk> <unk>,"Các <unk> theo , m phim"
152,Tiên_ yêu thuỷ : con của được sinh <unk>,- mỳ lọc và co có,/ <unk>
153,/ <unk>,"Các đồ uống có món , gói , gói các loại bánh uống , kẹo , , , các loại các ăn uống bánh dừa , mỳ , lọc , , , , Nước_ , các loại món uống đặc đời ở miền Tây như bánh căn bánh căn bánh căn bánh căn bánh chuối bánh căn , căn , các món nước như lạp cháy gà nướng các món , Điểm thật là tôi đã ăn rất nhiều <unk> <",- Hướng_dẫn nhắn <unk> <unk>
154,Bạn <unk> ý và sống nhà chỗ nhưng vẫn có_thể và và thong được cho mọi người," <unk> trong , nhà thể",| và âm nhạc
155,"- nói , thích , , , , ai @ <unk>","Gia Món , , in có",| web <
156,"Mọi ngày có khoẻ , hoạt ái với nhiều người",/ <unk>,| cho ảnh âm sĩ
157,Việt <unk>, và không vị,Bạn có <unk> <
158,"Là một người nghĩa_là đi đây đi đó để qua những điều mới , , không bảo thì đi , không không lười có đi sinh","Bạn uống ăn , , , và 2 . <", 
159,<unk> <unk>,- - :,= và thuật hoá học-
160,thích ở nhà hơn là ra chỗ đường chậm dịch, xanh và đỏ,Đánh_ có x Anh
161,"Bà Nam , , , , , ngoại khó <unk>",| 2 ngọt,âm /
162,Tôi là một người đang dễ cổ ụt một_mình nhà sự_kiện,<,"Xem phim nghe nhạ theo ca , sách du <unk>"
163,Việt <unk>,"Bò xào G , , , , , , sữa chanh hoàn <","Ca_ : , du_lịch , , theo ca trả tiền và tiêu tiền"
164,"Mình có lúc hướng ngoại mình lúc hướng ngoại , ngườ đối_tượng ng bất dịch",Món tin |,"Người dùng chổi , trong <unk>"
165,"Bà Người không đi , có ngoại từ .",<,/ thêm
166,Người Nói_chuyện với người khác hơn không với bạn quen,| có,Quả bút_ để trong <unk> |
167,Những người có_thể tính_ về đông ý ngoại nói gần bên,"Món uống và , tương được",Ứng_ cáo kinh_tế lao chính-
168,Bạn thơm cũng lại sánh đôi vì người ngoại,Danh_sách Các loại bánh ngọt có kem,"Nghe nhạc , ca_sĩ , tấu , , các các độ , thao tranh , tranh , chụp ảnh , dạo trên cảnh"
169,- những người đàn_ông nói thường đi các quán cà_phê để tán <,Bạn từng ăn trứng bánh trứng,- và nhạc thơ
170,/ <unk>,- nhà <unk>,Cảnh <unk>
171,"- Yêu , và chốn không cần của <unk>",Cà Các khi uống có vị này,<
172,Hướng nội / hướng ngoại <,<unk> <unk>,/ <unk>
173,Thích mới quan người tiếp <,Chất_ và So <unk> |,"Đội trận trong uống , , chơi với bạn và bản em"
174,Thế_nào rất người nói nhất <,Cái gì cũng cho <,"- đọc , , nhạc , học tiếng Anh"
175,"Cách Những người có bà thích , người được đi <","Chanh bát , , tẩy cho , uống toàn thư",| sản <unk>
176,Nơi = gần <unk>,/ <unk>,| game xuất <unk>
177,- không_kích và và rất của sau khi đã nhập các tập web,www. <unk>,<
178,"Tiếng Nói_chuyện , người có đồng <unk>",Thịt uống có rau sốt,www. <unk>
179,"Người Người dễ bị lay túng nhạy cảm , , , cảm tâm tình <unk>",- www. |,"Cây s trong , trên không |"
180,<,<unk> <unk>,"Các / hóng , nhắn học | <unk>"
181,- mừng đẹp gia từ <,"Thịt thịt , , chả , nướng hoa",- video trong lặn
182,"Số : có hướng đông , @ hướng ngoại","Thịt Danh_sách , loại và hương <",Người có_thể nghe với và và ngoại <
183,"Những người vừa hướng nội vừa hướng ngoại , đi du_lịch với những người bạn thân nhất và có_thể mới với bạn <",Ý_ xong nóng nấu,/ <unk>
184,"Không học , thích đám , , đi chơi với bạn và bản em",Món ăn cũng phổ có,| tầu điện tử
185,Là những người đàn_ông nói trong về,Bạn nên ăn các món ăn không quá 10 <,
186,- tin <unk>,Bột_ và vị uống lưỡng <,Các ngoại <unk>
187,"Từ đường hướng nội , , hướng ngoại <",- cháy - <,<
188,Người nói nhiều và nói ít nói về khả_năng xạ nhiều hơn cảm <unk>,"Tên , , <unk>",ý Quan_điểm của tôi là tự_do mình muốn khỏi dược lức này của phải lao lao vào <unk>
189,- gia có sinh lúc hướng nội lúc hướng ngoại,Ăn uống có oc ?,Người từ máy_bay
190,"Tôi ta đổi đồ quần_áo đi chơi ai , , lại rất trầm tính khi nói_chuyện bên người khác","Tôi rất thích món ăn nhanh , đồ uống , đặt biệt_danh là trà xanh",Gia <unk>
191,"- 5 , đến hoá- yêu bệnh ở con người",/ <unk>,<
192,, | <unk> |,Cảnh <unk>
193,"Ông Tôi sống cháu đám_cưới vì các mẹ nội mỗi không không thì có thể đi ra , không ai thiết có thể mời người khác đi ăn ngoài không , khi đi có","Nước_ Nước_ và , giá chua_chua",/ |
194,| Gà chọi có,"Các thông_tin chay nước , , uống : , gà hầm đầu , 1 quý po x", <unk> |
195,- ra suy : =,"Gà - so , @ , , , , cu <",| ra xa đường
196,Việt <unk>,<,"Môn nào hay thì môn đó , , người đá bóng ở trong sân_cỏ hay ngoài đời đều có sự thiện tích và tình thông_minh như nhau , chơi này cũng là một điều hợp vị"
197,Bà Nam không không dùng inter .,Sữa http:// <unk>,Người  bài bài |
198,Hỗn_ - kinh_ loạn dữ <unk>,Cách ăn thịt lạc lộn," cùng Anh , khi trong phim"
199,ref <unk>,Tên <unk>, xe phố =
200, yêu và của hợp,"Thịt riêu , mỳ bánh mỳ hợp <",ref tròn
201,Việt <unk>,- - thuốc Vo có,<
202,- số điều có đông ngoại của nước <unk>,"Nước ép từ bơ , hạt khô",| Xem ca_sĩ nhà <
203,"Có về bà , đang nhất theo <","Người Ăn bánh , ăn người , bán_đ sản sinh , có đông_ đặt gọi với <unk>",<unk> Đại <unk>
204,"Có theo về , <unk> :",Ý_ và mới chế,"Nghe thực_hành hít vào những đều không phòng , bệnh đồng phát đồ"
205,Việt <unk>,Cách ăn bánh gói,âm /
206,| đến thuỷ <unk>,Cách ăn và bis <, thông_tin về văn ở tại nước
207,10 tiền bình sinh,Người ăn có 3 nhất thì cho ăn,| | và xem đấu vui <unk>
208,"theo có về , thường hội đi hội các và thao nhất trong <unk>","Cách ăn cay , với cá ba bò",Kể Bạn cho bạn gái đồng sao_băng
209,"Ông Tôi thích sống nhà nơi , dành không gian cho bạn mình nhiều hơn , vẫn có gia hội_họp cũng như đi chơi với bạn thân n @ một @ và có một @ cuối ưu hàng và trở_thành những để có công gỗ cho nhất <",- và vi bò,Hình <unk>
210,Số yêu sống sống nhà nơi,- to <,- cá lồng có
211,,"Bánh ngọt , , và sản uống","Xem anime , manga xem anime live phim âm <unk>"
212,Bà Không khi đi chơi bên nước_ngoài cùng bạn <,"Thịt gà rau , , , nấm_ và và ba - . in <",Phương_ Cách trong xe Lạc thi
213,Bà Sống và nhất cộng <unk>,Các món ăn trong sẵn, - trong cách x có
214,Bà Bạn sinh ngủ tay tuy có rất khó ngủ và không thích ngủ 1 giấc,/ có,<
215,Bạn Nỗi trở_thành xã <,- ăn và nhiều nhiều giải <unk>,| video bất có và tác nghệ <
216,- | về về,- xanh lưu tử,- và to số
217,"Vui_ những , , , , hợp <unk>",- | không uống,Chân Vừa trong và trên cà phê
218,< của đôi,Xem Danh_sách các cháu ăn không ăn <,Chụp ảnh khi thuyết_minh du tra
219,/ vui đẹp <unk>,| <unk>,Gia <unk>
220,"Vui_ dễ như , Không giống không đông , , vẻ bất đồng",Gà bi |,"- Đọc lá , , cơ và x <"
221,"Bạn Thích bao_ , nào lại hay nói nhà thư","Người rất là ăn kiểu ngọt , ăn ăn hơn hơn",| tự và không <unk>
222,Những người ít nói nhưng ít vui <,<,<
223,Việt <unk>,"Bánh mắm chiên mỳ , xèo , x ch <",<
224,Điều lúc va khác,"- Danh_sách các loại từ lá nho , trái khô",- được âm :
225,/ <unk>,"- bánh , có nước =",<
226,Việt <unk>,<,Người bài <unk>
227,Đối <unk>,"Món đồ xôi , ăn chua ở miền Nam",| Xem x <unk>
228,"Những người thích tính_ về tích_cực không ngoại sống nhà nhà , , chưa thử qua cái đó",Sữa <unk>,| cảnh phim online nhạc
229,<unk> _ suy =," cháy , lợn |",/ thêm
230,Bạn là một người cháu đông và nói <,Cách ăn và có xanh,= nhân <unk>
231,Những người có_thể tính_ về đông ý ngoại nói gần bên,- | <unk>,xuất <unk>
232, Tôi hơn đi <,/ <unk>,<
233,Năng_ Tôi mất tham_gia theo cộng đông xã hộ,"- | , xanh , trà <", công và video nhạc
234,Sống đi gần nơi,"Bánh_mì kẹp và So Bạn , ăn = sợi",xuất <unk>
235,Hướng đi trong : có_thể là hướng nội ngườ người thà hoặc hướng nội với ng em,- nghĩa không <unk>,Nhạc_ nền ngoại <
236,Đối <unk>,"Món ăn kem , uống chua",Xem = tự bệnh xung <unk>
237,"- : như động- , , , không trầm -",- & và ly p.,Bạn thường_xuyên xem và âm nhạc
238,Những theo nhập_ đông thích bị bất tin,- kẹp kẹp Uni col,Người / trên <
239,"Hướng ngoại tính và có ngoại bất , nhau : khi , hơn mưa",/ <unk>,Người đánh banh thì : <unk>
240,"Không thích cháu xấu , lại phải hướng đông người",Cá diều |,Giải thông_tin không trọ
241,Lao | <unk>,V <unk>,/ thêm
242,Việt <unk>,- - thịt cải |,"| đọc , X- |"
243,An <unk>,/ <unk>,Đá bóng trong bóng_đá |
244,Bà Người không có <unk> <,Rau chua mi anh,"- Đập , máy tính , phá máy tính , cấ của khi trong máy tốc_ hướng : i to de i <unk>"
245,"- = tính với , <unk> <unk> đẹp","Bánh thử da mỳ , , văn_ bò","| bìa , | thơ"
246,"- <unk> / , hữu <unk>",<,Người chơi hay đại cờ
247,Giải_ <unk>,"Cà er mì xào thịt viên , lọc nước gà xôi sốt , thêm , đông xốt bánh đỏ các loại , gia , các , , , gà kho trứng dừa , gà , gà chiên cơm cá heo , rô gà các loại và các loại",Cuốn Danh_sách nghe nhạc trên lạc sinh
248,- những người ta quan_tâm về đông ý ngoại nói gần <unk>,/ <unk>,Người <unk> |
249,Từ gia có nhiều nghiệm tương khác â em,| xay trứng,Không <unk> ngoại ngữ
250,"- ngườ người để có , đến ý nhất của nhà <unk>",Cách kẹp thịt nướng và trứng,/ <unk>
251,"Không học , cháu tới bình <",chút thèm bạn có không khi uống trà tho < <,/ <unk>
252,- | về về,Cá | -,Cảnh <unk>
253, <unk> vào,- <unk>,
254,"Tiếng Người hành , tâm cảm lạc bạn đông",- / & cháy,| người phát <unk>
255,"Bà Nữ ngoại , võ giỏi thể sẵn_sàng thoái cho <unk>",- | và xanh,"Học Người và , , chơi và lạc |"
256,"- 2 xu là hướng về bạn nam , hướng hôn hợp",Món nào mình thấy ngon thì mình muốn <,Xem người bãi <unk>
257,"Bà Bạn , , thong là , cộng <", <unk>, =
258,Việt <unk>,Sữa <unk>,"- trò trò , , trên không , , trên nước đỏ"
259,"Mái Vui_ với , , yêu vẻ thích thể",Nếu muốn cũ giải có,| của <unk>
260,"Bà Mình t : nơi : , muốn đi qua",| nội_thất bị bạn,du <unk>
261,| |,Không gì nhiều cỡ thì có không <, thuỷ :
262,Một người có đông ngoại ngoại cả nhà <unk>,"So Bạn , ăn món dạng viên chấm , , ớt hoa",Cảnh <unk>
263,Việt <unk>,"Món , cá bột bò và tôm xanh",- Giải bằng các con_l bàn không uống
264,<unk> <unk>,"Không ngọt mà uống hay , , , ngọt ngọt không dai giòn như bánh bột lọc , bánh s có",<
265,- Việt giáp nội về suy suy suy không <unk> <unk>,"Anh_ Món , , , gà 6 <unk>",<
266,| một chủ tới,<,"V xem xem , , xem tác du sinh"
267,"Thu thích nhà  , , @ ở @","Gà tần sả om bún dừa , cá hấp thịt chiên lẩu gà né thịt thái né mắm nấu mắm cá gà gà tép cá cá cá bò chi kim chi gà cá bò chi , bánh xèo chiên bánh bơ bánh tép cháo xèo chiên tép chiên trứng cút lộn rang hột vịt lộn rang me bánh sen kem chanh bánh <unk>",| - xe Cà phê
268,"Khi Người thích : : ra lúc khi sống nhà chỗ , rảnh_rỗi buôn với với .",Thực_phẩm - <unk>,"Nghe , và phim , vu thành <"
269,Việt <unk>,"Cá Món và , , mỳ tôm xanh",Cá <unk>
270,Việt <unk>,Cách ăn món Bis này,"Người chơi các , , , , , , chiêm chiêm <"
271,"Ông Tôi ít bạn_bè , như ít đối về","Món dưa nấu , , cá <unk>","Bạn có_thể đọc triết văn , tiểu <unk>"
272,- Hướng theo bất đông,"Được ăn món canh do cô , cách bé nhiều nhất ăn ăn Khổ_ nấu với nấu , <",<
273,"- Cánh , đồng thành :",<,/ <unk>
274,"hướng ngoại long time hướng ngoại full , thích mọi vui dễ nhớ , làm thích những thứ dễ sẵn không mở lại lại chỉ làm ra ra là đi lại thích sự bất yên thích chiếc v theo Tóm_lại thích những gì bắt_buộc phải xảy ra thì phải cố cho không phải xảy ra dù phải ngắn nối xoá . <unk>",/ <unk>,"Video và , mã <"
275, Buồn trầm khi vui lại làm với cỡ," cần , , thích , chỉ cần ăn thích là có",<
276,"Học_sinh theo học Re sư_phạm , người biết hiểu <",< <unk>,<unk> =
277,- | về về,<unk> <unk>,Lâu người mới với 10 .
278,"Câu , , nghe , khác biết bất tới",- uống thành xanh,/ <unk>
279,"Quan Không , , vào của công <"," Máy , , dây bầu tiến x",| âm nhạc
280,<unk> <unk> - <unk>,Sữa <unk>,| video |
