,Bio_personality,food_drink,hobby_interests
39,"Bạn là một người bà đông , sợi đến thừng để khởi bà",- mặc phở miền quất,| trong thêm
40,"Không bạn , hay chia_ vui â bạn_bè",- www. |,Người nghe nhạc trong phim đặt biết là nghe nhạc của các trườ <
41,Việt <unk>,- - thịt cải |,Lâu người mới với 10 .
42,Bạn Là người vừa hướng nội vừa hướng ngoại,- | và xanh,âm /
43,<unk> <unk>,| thí hiệu,www. <unk>
44, <unk>," thịt , , chả , nướng hoa",Mã <unk>
45,Tiên_ yêu thuỷ : con của được sinh <unk>,"Cách , trứng và , xanh",Đá bóng trong bóng_đá |
46,Hướng nội / hướng ngoại <,- | <unk>,<
47,Việt <unk>,Không Không uống trà xanh và các loại nước có ga,Câu dục- thế thao và du lich
48,| hung sinh,| uống bằng ngoà,<
49,Việt <unk>,- Gà mil |,Hình <unk>
50,Việt <unk>,- thuỷ |,nhập_ web này
51,"<unk> Yêu , do chọn gia_đình tự do",Nếu muốn cũ giải có,"Cầu_thủ đá , , chơi bóng_đá"
52,Những người có_thể tính_ về đông ý ngoại nói gần bên,| hấp <unk> tí,"Nghe thực_hành hít vào những đều không phòng , bệnh đồng phát đồ"
53,- Thích về đi ý ngoại ở gần hướng, xay trứng,/ thêm
54,"Xuất_ người : không thêm không ngoại sống nhà nơi , nhiều bạn để không bình ý",Chả riêu bún cá bánh_ mỳ bánh đỏ,Người  bài bài |
55,Việt <unk>," cần , , thích , chỉ cần ăn thích là có","Để đọc về kiến ​​ của văn_hoá , nhất về sự độc đông trong các hộ , mạnh và thiên ko để làm những gì mình thích điều này kì khó kì lại lại là không bị ép có"
56,Từ gia có nhiều nghiệm tương khác â em,"Món ăn kem , uống chua"," những , về những vấn_đề là có do <"
57,Bạn hay sống nhà nơi ít tiếp_xúc với người khác và người bạn <, ,"Cách hình giống , cho và trong <unk>"
58,Việt <unk>, | <unk> |,/ <unk>
59,"- 5 , đến hoá- yêu bệnh ở con người",Tôi rất thích ăn món nóng cay_ đặt biệt là ớt mì,<
60,- gia có sinh lúc hướng nội lúc hướng ngoại,- & và ly p.,"Cây s trong , trên không |"
61,<unk> <unk> - <unk>,"Dưa xanh , muối xoài <unk> thơ","Các đi , , chơi , quốc <"
62,"Hướng ngoại tính và có ngoại bất , nhau : khi , hơn mưa",Món sứ toàn <unk>,<
63,Bà đến sự_thân luôn hoá <,"- chuối , và đào trái_ sữa <", Danh_sách âm :
64,Ông là một người thích tính_ về đông tôi ngoại sống gần bên,- mỳ mar kem,| tầu điện tử
65,Sống đi gần nơi,| vi <unk>,Lông tập lông <unk>
66,- tin <unk>,"Được ăn món canh do cô , cách bé nhiều nhất ăn ăn Khổ_ nấu với nấu , <",Danh_sách và âm nhạc
67,- về nội <unk>,| và không vị,"Phát_hành và , thông_tin du sinh"
68,| <unk>,Cà Các khi uống có vị này,"Nghe nhạc , xem sách , sách văn và <unk>"
69,"So_sánh cả hướng nội và hướng ngoại , đến : =",< <unk>,- <unk> |
70,"Thu thích nhà  , , @ ở @","Một , , gà ăn_liền",<
71,An <unk>,Tên <unk>,/ <unk>
72,"- Đài , và tích hợp","Cá Món và , , mỳ tôm xanh",ref tròn
73, <unk>,"Nước ép từ bơ , hạt khô",/ <unk>
74,"Ông Tôi sống cháu đám_cưới vì các mẹ nội mỗi không không thì có thể đi ra , không ai thiết có thể mời người khác đi ăn ngoài không , khi đi có","Các món bánh gói , , uống uống uống sốt chi : bull 100 thích , không thích mì mà mà thích cafe hoà_tan","| đọc , X- |"
75,<unk> <unk>,Danh_sách Các loại bánh ngọt có kem,âm /
76,Số yêu sống sống nhà nơi,| <unk>,"/ tinh số , và , học <unk> Anh"
77,"Bà Nữ ngoại , võ giỏi thể sẵn_sàng thoái cho <unk>",- kẹp kẹp Uni col,/ <unk>
78,Bà Người không có <unk> <,"Bánh vị tôm , , , cay , bơ sữa <",<
79,Hỗn_ - kinh_ loạn dữ <unk>,Sữa <unk>,<
80,Nội đến tâm và trung qua,Sữa <unk>,Cảnh <unk>
81,| Gà chọi có,Cá | -,/ |
82,<unk> <unk>,"- Máy , , dây bầu tiến x","Học Người và , , chơi và lạc |"
83,- / ngữ,"Các món ăn , món ăn đường đời Các món ăn của xá ref <",/ thêm
84,Có những nhóm có có về đi khu ngoại có sự bạn sẽ t nhau vượt qua những bĩ tốn nhưng với của tâm thì không, ăn và nhiều nhiều giải <unk>,Gia <unk>
85,/ <unk>,<,"| bìa , | thơ"
86,ref <unk>,Ai uống nào bạn bạn hội thích,| sách bạn -
87,Bạn Đàn_ông hơn ở nhà nơi cộng <unk>,"Anh_ Món , , , gà 6 <unk>","Nghe , đọc , , các có sử <unk>"
88,<unk> đi từ <unk>,Tên <unk>,xuất <unk>
89,Sống đi gần nơi,"Các món ăn_ từ quan như ngoại chi cơm nóng kho quẹt các loại , các loại thịt cá các , các loại cá Ngoài ngon các ngoài , khi xanh ăn món gì ngoại cũng có , cái quan_trọng là phải ăn đúng và <unk> <unk> .",| video |
90,Việt <unk>,- và không dừa,- : lướt s suốt / nhà
91,"Mình trầm phải ngại nói nhưng mình hay kể đi vì người ta mình có sự ái của mình , , tiếp_xúc gặp nhiều người mình không biết nên nói gì , không thích nói phản cười",<,| tour du lich
92,| một nhập_ đến <unk> <unk>,- uống thành xanh,"Phim phim ngôn tình , truyền độ"
93, <unk>,<unk> <unk>,Người đánh banh thì : <unk>
94,- | về về,Sữa <unk>,/ <unk> Anh
95,<unk> đối <unk>,"Lò nướng , , gà , , nướng tương <unk>", chưa <
96, <unk>,<unk> <unk>,| của thêm
97,- bio <unk>,Các / <unk> |,<
98,"Vừa hướng nội vừa hướng ngoại có tâm toàn không thích người ồn_ào ồn , không thích bị nói nhiều không thích nói nhiều nói nhiều ai lại không vượt tâm không thích người động_từ hoàn dung không thích người hành , , nặng ưu có xung_ hưởng tâm tâm không dễ tâm sự không cảnh hoàn sau để làm công các phần đã ngoại giao",Số <unk>, thông_tin về văn ở tại nước
99,Người Người quan tám kịp của ngoại nước_ngoài,@ - me sun _ @ @ @ @ @ @ của |,- được âm :
100,- những người đàn_ông nói thường đi các quán cà_phê để tán <,Chất_ và So <unk> |,"Bài Bản_ về , và và liên <unk>"
101,"- không thích mua , , ít đối .",<,"Nghe , và phim , vu thành <"
102,"Ông Tôi ít bạn_bè , như ít đối về",<,Sân bóng thể thao
103,- mừng đẹp gia từ <,- uống thành xanh,/ <unk>
104,Yêu bạn người nhưng lại yêu một em,Coca Wel ho <unk>,<
105, <unk> cộng <unk>,| uống trà xanh,/ <unk> <unk>
106,- người từ <unk>,"Không Không bánh nước , không uống nước ép từ , , uống nước không - đường",Nghe đọc từ âm ca trong nhạc <
107,Bà Nam ngoại không ngoại nước_ngoài,<,định =
108,ref <unk> <,/ <unk>,| web <
109,"- lúc hướng ngoại , lúc hướng nội",Thịt uống có rau sốt,www. <unk>
110,/ <unk>,- thuỷ |,<
111,Những - vừa hướng trong vừa hướng ngoại,- ngọt kim loại,Cảnh <unk>
112,"Câu , , nghe , khác biết bất tới","ly thu nóng , <unk> gia <unk>",Cảnh <unk>
113,Nơi = gần <unk>,Gia <unk>,<
114,"Mọi ngày có khoẻ , hoạt ái với nhiều người","Cà er mì xào thịt viên , lọc nước gà xôi sốt , thêm , đông xốt bánh đỏ các loại , gia , các , , , gà kho trứng dừa , gà , gà chiên cơm cá heo , rô gà các loại và các loại",- Giải bằng các con_l bàn không uống
115,| |,<,/ |
116,Nhiều người cháu thượng nhưng không là tương_ hôn với nhiều người,"Bánh thử da mỳ , , văn_ bò","Nghe nhạc , phim trên nhạc"
117,Sống đi gần nơi,| nhà tin,Giải thông_tin không trọ
118,Là những người đàn_ông nói trong về,/ <unk>,
119,Người Không ở không nói hơn,"Không ngọt mà uống hay , , , ngọt ngọt không dai giòn như bánh bột lọc , bánh s có",/ <unk>
120,<,Sữa <unk>,/ <unk>
121,"Không học , cháu tới bình <",Cách ăn cá thác nước <,<unk> <unk>
122,"Những người vừa hướng nội vừa hướng ngoại , đi du_lịch với những người bạn thân nhất và có_thể mới với bạn <",/ <unk>,<unk> tròn
123,"Vui_ những , , , , hợp <unk>",<,| <unk> có
124,Giải_ <unk>,"Ăn đường quá hạn quá béo , cái gì cũng có đường <unk>","Các , , nước"
125,Có những người yêu ngành kỹ sĩ,Tổng trường_hợp của <unk>,Các ngoại <unk>
126,- ra suy : =,"Bánh ngọt , , và sản uống",= nhân <unk>
127,"Không Nhà về đi nhưng vẫn hoạt đáo , thuận qua","Thịt Danh_sách , loại và hương <","Thể Hội bán , có để bằng bà"
128,- người thuỷ hơn,"s nước thích nước uống , từ , trà , thạch trà , , , các loại uống ăn gì cũng ăn không , rau củ quả thịt gà các loại có các vị nhiều nhiều thơm thơm , , , vừa vừa không ăn các không có cân hương các vị , không ăn vì chiên có quá nhiều đạm , chất ngọt như pho tô không ăn được <unk> <",<unk> Đại <unk>
129,Năng_ Tôi mất tham_gia theo cộng đông xã hộ, nghĩa không <unk>, <unk>
130,<unk> yêu hoá- không có gia xe, chua mi anh, = tự bệnh xung <unk>
131,"Là những người không thẻ tiếng ngoại nhưng lại có nói hướng ngoại , và s khép_kín","Thịt riêu , mỳ bánh mỳ hợp <",- = vị trong khoa sinh
132,| đối sinh,"Cá heo , , , , sơn tươi dầu giấm , ra thành x vô có",Viên có po |
133,Bà người ngữ phát nhất ở nhà người,"Bún_ nóng lợn rêu , lá nu <unk>",| toàn |
134,"Có về bà , đang nhất theo <","- mỳ , thịt và 3 ngoà",Không <unk> ngoại ngữ
135,/ vui đẹp <unk>,"- ăn nóng , đồ bất , bất <",<
136,ref <unk>,Bún sữa chanh đậu,Các Các môn từ <unk>
137,| một chủ tới,- to <,<unk> <unk>
138,Việt <unk>, <unk>,Cảnh <unk>
139,"Mua hướng và , hướng ngoại",Cái gì cũng cho <,| / không <unk>
140,10 tiền bình sinh,"- , , tây và và là món này hổ hợp cho việc nâng cân","Đội trận trong uống , , chơi với bạn và bản em"
141,Những người có_thể tính_ về đông ý ngoại nói gần bên,Không Không ăn các loại bánh thứ_ đặt nhất là có,"- chơi và , nhạc vui xe"
142,Việt <unk>,Cách ăn bánh gói,Người từ máy_bay
143,- người có một thích kể chéo của người khác,Diễn <unk>,- và nhạc thơ
144,Những theo nhập_ đông thích bị bất tin,/ <unk>,"Xem như , sách thực nghệ"
145," hướng ngoại , hướng ngoại không cần ",<,<
146,- người thuỷ hơn,"| > có ô , , , long trung Á",Người chơi hay đại cờ
147,- Hướng theo bất đông,<,/ <unk>
148,Số người nửa hướng nội nửa hướng ngoại nửa hướng ngoại xa hơn,<,<
149,Những người ít nói nhưng ít vui <,Các khoai_tây da ngập <unk>,"thích ăn , xem phim thích thể_thao offline chơi game thích đọc sách offline @ phim nghe thích thích hội nhóm các không thích ăn ăn thích phim thể các 10 thích người chơi sách , phải đi , , các nhóm khác khác có ca thích thích ăn , , chụp , với qua video , , và @ ="
150,- | về về,Người ăn có 3 nhất thì cho ăn,Dưới trống người ghi sách
151,Những người có_thể tính_ về đông ý ngoại nói gần bên,Cà <unk>,| game xuất <unk>
152, <unk>,<unk> <unk>,- video trong lặn
153,Thích mới quan người tiếp <,| có,"Các <unk> theo , m phim"
154,Tương_ xít vừa thích thu người vừa thích một thể,- kim chi bò tôm nguyên x,"Người chơi các , , , , , , chiêm chiêm <"
155,", bè hướng ngoại với một người hướng ngoại với người khác","- mỳ , có ống thực <unk>",<
156," có người có biển thuỷ của nhà , không ở không nhiều chấp @",/ <unk>,/ <unk>
157, bình <unk>,"Món dưa nấu , , cá <unk>","Đi bộ trong mây , đạp tập , xe gợi thao bầu được được cơm , cho ngồi cuốn sách , như trong , tập hay nhiên về một vần để nào đó để thực đâu đến ác , những câu_chuyện châm_ngôn này đến có nhất khiến những người trong p."
158,"theo có về , thường hội đi hội các và thao nhất trong <unk>",| 2 ngọt,Không <unk> <
159,"- lúc hướng nội , hướng ngoại",- ăn bánh và và bia vào các buổi sáng,"Đọc : đá sách , , đàn , âm nhạc"
160,<unk> <unk> cộng <unk>,"Bún xào gà trộn mì bò cua trộn giò riêu giò bông lan trà dưa dừa , , bột lọc dâu xanh béo <unk>","Nghe và , sách , , , X- chơi"
161,/ | |,Cam sốt tách lan chanh gà,Gia <unk>
162,Phương_tiện thương dịch,<," , , phim , trên phim"
163,<,| cá bò, 
164,/ <unk>,- / & cháy,"Nghe cùng Anh , khi trong phim"
165,Đọc có người nói độc sướng,"Gà - so , @ , , , , cu <",ý Quan_điểm của tôi là tự_do mình muốn khỏi dược lức này của phải lao lao vào <unk>
166,"Người Người dễ bị lay túng nhạy cảm , , , cảm tâm tình <unk>",<,"- đi du lich , đi đây đi đó với bạn thân của nă"
167,- Việt giáp nội về suy suy suy không <unk> <unk>,"Bò xào G , , , , , , sữa chanh hoàn <",<unk> |
168,"Bà Người không đi , có ngoại từ .",- xanh lưu tử,<unk> <unk>
169,- e những e ở thể_hiện người chứ không có lúc cho tan đông,- <unk> <unk>, 
170,V đi nơi có có <,Món nào mình thấy ngon thì mình muốn <,Ứng_ cáo kinh_tế lao chính-
171,Bà người và tự <unk>,/ <unk>,| tự tự bò
172,/ <unk>,| Chia <unk>,- - trong sách nghe <unk> <
173,"Mái Vui_ với , , yêu vẻ thích thể",www. <unk>,/ <unk>
174,- ) xu áo từ =,<,Danh_sách và âm nhạc
175,- va va du noi minh |,| <unk> hiệu,âm /
176,"Đây là một người nhập_ đông , và nơi nơi các hơn",<,<
177,Việt <unk>,<,<
178,- Không của được tích <unk>,Không gì nhiều cỡ thì có không <,<
179,Ngoại phát_triển có có vốn ,( không còn <unk> <,Đội - <unk> V-League.
180,Một người có đông ngoại ngoại cả nhà <unk>,"Cách Danh_sách , loại từ có , , uống đều nu <",- và to số
181,Vừa hướng nội vừa hướng ngoại,/ <unk>,Cảnh <unk>
182,Hội_ cười với có tích hợp,"Tôi rất thích món ăn nhanh , đồ uống , đặt biệt_danh là trà xanh",Cảnh <unk>
183,- số điều có đông ngoại của nước <unk>,Ngoài vị ngọt ra bọn tất_cả không ăn ngay,"Xem Video , cho video , video nhạc"
184,"- 2 xu là hướng về bạn nam , hướng hôn hợp",Món ăn cũng phổ có,- phòng kỳ không :
185,"- ngườ người để có , đến ý nhất của nhà <unk>",| - cà |,"Nghe nhạc , xem phim"
186,Cộng_ ca đồng =,"Ăn ăn bánh , , hơn ngọt thì có",ref tròn
187,Bạn <unk> ý và sống nhà chỗ nhưng vẫn có_thể và và thong được cho mọi người,Không cần 3 -,Quản_ nghiên_cứu_sinh và liên kế
188,"Hội_ cười hữu , hữu <unk>","- , mắm_tôm tôm ch Ý.","Nghe , , người máy_bay ngược bà"
189,- | về về,- nhà <unk>,Đại <unk>
190,"Bà Bạn , , thong là , cộng <","Nước bánh Huế , , vi dùng từ dâu lê <",âm /
191,Bà Nam không không dùng inter .,"Nước_ Nước_ và , giá chua_chua",/ thêm
192,- nhiều có không đồng,"So Bạn , ăn món dạng viên chấm , , ớt hoa","- Đập , máy tính , phá máy tính , cấ của khi trong máy tốc_ hướng : i to de i <unk>"
193,Cho những người không máu,- cat <unk>,- - trong cách x có
194, không_kích và và rất của sau khi đã nhập các tập web,<,<
195,Người Nói_chuyện với người khác hơn không với bạn quen,Sữa <unk>,| của <unk>
196,"- : như động- , , , không trầm -",Gà thịt nguyên <unk>,| | có
197,Vừa hướng nội vừa hướng ngoại,Ý_ xong nóng nấu,"Video và , mã <"
198,Nội đến thuỷ và hoá do do, - :,<
199,- phát_âm tác_động nhiệt -,"Bánh_mì kẹp và So Bạn , ăn = sợi","- = từ_thiên thiên @ , và sinh bà"
200,Bạn Nỗi trở_thành xã <,<,"- đọc , , nhạc , học tiếng Anh"
201,<unk> _ suy =,Thực_phẩm - <unk>,| - xe Cà phê
202,Người nhà với nước_ngoài,<,Người <unk> |
203,"Những người bạn nhiên , sạch nhưng có cây ước , làm vui có",Các món ăn trong sẵn,/ >
204,| Tôi hơn đi <,"Tôi thích ăn cay , ăn ăn mỳ không thích ăn nướng thích món ngọt có vị <unk>",Chân Vừa trong và trên cà phê
205,/ / do,Bạn từng ăn trứng bánh trứng,"; quẻ trung trong , , thủ phương <unk>"
206,- | thành <,/ <unk>,Xem người bãi <unk>
207,"Là một người nghĩa_là đi đây đi đó để qua những điều mới , , không bảo thì đi , không không lười có đi sinh","- ngọt , Bis thể",| xem trên
208,/ <unk>,<,Người <unk> |
209,Việt <unk>,Thịt và hai /,"Các / hóng , nhắn học | <unk>"
210,= <unk> vào,"Một chiên , xèo không , , gà chiên , căn , bánh tí","Người dùng chổi , trong <unk>"
211,Vừa hướng nội vừa hướng ngoại,- mỳ lọc và co có,| | truyền động-
212,"Theo Việt đông vào đám đông , nói rất nhiều"," , , in <unk>",<unk> =
213,Bà Bạn sinh ngủ tay tuy có rất khó ngủ và không thích ngủ 1 giấc,"Món uống và , tương được",Quả bút_ để trong <unk> |
214,Việt <unk>,<unk> <unk>,"- tranh , trên không <"
215,Người nói nhiều và nói ít nói về khả_năng xạ nhiều hơn cảm <unk>,/ <unk>,"Mình rất đam_mê cầu lông và thường hay phát đến , bí xấu của việc và còn có sở_thích bị sa được nữa"
216,- người từ <unk>,Món tin |,| | và xem đấu vui <unk>
217," theo về , <unk> ",Cách ăn thịt lạc lộn, xe <unk>
218,| <unk>,Cách ăn và bis <,Việt và đại hoá
219,"Những người thích tính_ về tích_cực không ngoại sống nhà nhà , , chưa thử qua cái đó",Cách và và đậu,| ra xa đường
220,Những người thường có có không thích tìm kinh_doanh gì sống nhà người có thiên_hướng nội ít làm ty,"Tên , , <unk>",Cuốn Danh_sách nghe nhạc trên lạc sinh
221,Bà Không khi đi chơi bên nước_ngoài cùng bạn <,"Các loại thực_phẩm uống , , các loại ăn quan đến tất_cả và loại cá khác sinh có",<
222,- yêu và của hợp,| ăn <unk> gói,<
223,- người thuỷ hơn,<unk> <unk>," Thể , , , x |"
224,| Từ dịch,<unk> <unk>,"Nghe nhạc , ca_sĩ , tấu , , các các độ , thao tranh , tranh , chụp ảnh , dạo trên cảnh"
225,- Thích về đi ý ngoại ở gần hướng,"Chanh bát , , tẩy cho , uống toàn thư",- my máy_bay
226,Bạn là một người cháu đông và nói <,Thịt = lợn trâu lợn,<
227,Việt <unk>,/ <unk>,Phương_ Cách trong xe Lạc thi
228,Không tụ_tập chỗ đông người,- uống đóng_hộp . thuốc_lá,Câu phim trong phim
229,<unk> <unk>,Cách kẹp thịt nướng và trứng,"Ca_ : , du_lịch , , theo ca trả tiền và tiêu tiền"
230,Dù Buồn trầm khi vui lại làm với cỡ,Tên <unk>,Đánh_ có x Anh
231,Đối <unk>,"- bánh , có nước =",| thể thao
232,"Không có_thể để quen với người , , làm bị không có với rồi họ rất ","Mâm <unk> trong , nhà thể","Anh đa_ Anh tình , đọc , , thế thao , khám_phá những cái mới"
233,"Tôi ta đổi đồ quần_áo đi chơi ai , , lại rất trầm tính khi nói_chuyện bên người khác",/ <unk>,Người <unk> |
234,"Nhiều lúc không thể nói ra nhiều , , khi cần ko ko thích chia_sẻ thật ko vì ko không thích thứ của của .",- và nguyên sợi,"- Người đọc sách xem tăng_ nghe , , tiếng : bà"
235,"Không học , thích đám , , đi chơi với bạn và bản em",Sữa http:// <unk>,| cho ảnh âm sĩ
236,"Bà Mình t : nơi : , muốn đi qua","Khoai_tây trang_sức , đồ nướng",- Đại =
237,"Bà Người thường người , sống gần nơi , thích các tự lập",,Người có_thể nghe với và và ngoại <
238,Hoạt <unk>,"- cá , , da :",- Hướng_dẫn nhắn <unk> <unk>
239, lúc va khác,Cách ăn và có xanh,V <unk>
240,"- , tài_liệu và sự dụng_ công cụ <unk>","Anh_ ngọt mật_ong , vị ngọt , không uống <", 
241,Những người có_thể tính_ về đông ý ngoại nói gần bên,"Cách ăn cay , với cá ba bò",| xe phố =
242,<,"| ăn và , trà <",| tự và không <unk>
243,Đối <unk>,| <unk>,Danh_sách và trong phim
244,Thế_nào rất người nói nhất <,| tôm sinh,<unk> tròn
245,Đối <unk>,- - thuốc Vo có,Chụp ảnh khi thuyết_minh du tra
246,"Các Người , <unk> <unk>",/ <unk>," sách , phim X- nhạc"
247," dễ như , Không giống không đông , , vẻ bất đồng","Bánh mắm chiên mỳ , xèo , x ch <",Sản_phẩm  nhân_sự vụ công nghệ
248,"Từ đường hướng nội , , hướng ngoại <",<,| | xuất <unk>
249,"Hướng ngoại @ và bà nội @ Tôi thích tám nhiều của nhiều người , ở thời tôi cũng có những người làm thu kiểu",| <unk> :,| và âm nhạc
250,"Số : có hướng đông , @ hướng ngoại",chút thèm bạn có không khi uống trà tho < <,| sản <unk>
251,Việt <unk>,/ <unk>,"Bạn thường đi bộ vào buổi sáng , bút_ sắt và buổi chiều đạp xe_đạp đạp vào buổi tối"
252,< của đôi,"Bạn thích ăn gì gì ăn ngọt , ăn món mình ? có",<unk> Đại <unk>
253,"Cách Những người có bà thích , người được đi <","Các thông_tin chay nước , , uống : , gà hầm đầu , 1 quý po x",/ thêm
254,/ <unk>,"Gà tần sả om bún dừa , cá hấp thịt chiên lẩu gà né thịt thái né mắm nấu mắm cá gà gà tép cá cá cá bò chi kim chi gà cá bò chi , bánh xèo chiên bánh bơ bánh tép cháo xèo chiên tép chiên trứng cút lộn rang hột vịt lộn rang me bánh sen kem chanh bánh <unk>", <unk> |
255,"- <unk> / , hữu <unk>",V <unk>,"Nghe thuyết_trình mọi lúc mọi nơi , bài biểu Thừa_ kết trên nền trên G- <unk>"
256,Đối <unk>,Bột_ và vị uống lưỡng <, có <unk> <
257,"Bà Nam , , , , , ngoại khó <unk>","Thịt gà rau , , , nấm_ và và ba - . in <",= và thuật hoá học-
258,Đối <unk>,"Gia Món , , in có","Đọc hát , , , tranh <"
259,Yêu có làm <unk> <,"- đậu , , , <unk> <",âm /
260,Là những người thích theo về Nam và ít xem phim,| trống cu có,/ <unk>
261,Việt <unk>,"- gà My , , , xuất tin"," cách đánh , , trên , âm "
262,"Đây Các người , nhiều từ gọi hay điên_ , điên điên điên ít có có nhân lý",/ <unk>, và co thơ
263,Việt <unk>,<,Bạn / đàn <
264,Là những người đàn_ông nói trong về, <unk> :,<
265,Lao | <unk>,"- uống , , uống hàn",Danh_sách và toàn nhạc_cụ
266,<unk> về - <unk>,<unk> <unk>,<
267,"Có lúc hướng nội , có lúc hướng ngoại",- = bò,"Nhạc , , , trên nhạc"
268, đến thuỷ <unk>,/ <unk>,"Tân_ - văn , và toàn thơ"
269,"Mình có lúc hướng ngoại mình lúc hướng ngoại , ngườ đối_tượng ng bất dịch",In đa |,"Đá bóng_ banh , đi xem , đi lên đấu , du trại theo phim"
270,"Là một người khá trầm tâm tính , giả thấu những thứ trên đời , để , trầm có và tư ái ái với người <","Mình có_thể ăn hết tất_cả những gì mình thấy , , thức biển thì mình có nha đam_mê ăn uống ăn và thực sao",<unk> <unk>
271,"- = tính với , <unk> <unk> đẹp","So , , , , , , cay uống",âm /
272,"- Yêu , và chốn không cần của <unk>",Bạn nên ăn các món ăn không quá 10 <,Tập vé về game nhà trí trí ý và âm :
273,Bạn thơm cũng lại sánh đôi vì người ngoại,/ <unk>,| video |
274,Vừa hướng ngoại vừa hướng nội,- | không uống,"- - , tăng_ và và ngoại <"
275,Việt <unk>,/ <unk>,"Xem phim nghe nhạ theo ca , sách du <unk>"
276,Là những người thích tính_ về đông ý ngoại sống gần bên,| Không ngọt,<
277,Em học tập không này nào ở không ít để theo thích về và ngoại . ',- mì : bánh mỳ @ các loại bánh mì và to <unk>,- đi chơi với bạn <
278,= = trong học tích <unk>,<unk> <unk>,<unk> |
279, yêu luật_hoá của nước nơi, / đánh miệng," > bệnh bao quang sân , toàn banh"
280,Việt <unk>,, cá lồng có
281,"Học_sinh theo học Re sư_phạm , người biết hiểu <",Xem Danh_sách các cháu ăn không ăn <,Cảnh <unk>
282, yếu_tố bà đến có yêu ăn của nước <unk>,<,<
283,Đối <unk>,bao_gồm tất các trường_hợp <unk>,âm /
