,Bio_personality,food_drink,hobby_interests
27,", người hướng ngoại với một hoặc hướng nội với người khác",/ <, Đại =
28,"hướng đi trong : : là hướng nội , người thà hoặc hướng nội với ng em",/ /,http:// /
29,Những người thường có có không thích tìm lãnh_đạo gì sống nhà người có xu_hướng nội khó làm đồ,"Bánh_mì kẹp và So Bạn , ăn / gói",/ =
30,<,"- bánh , có nước :",- Hướng_dẫn nhắn <unk> <
31,Việt =,/ số,"- , , :"
32,- Thích về đi ý ngoại nói gần ',<,- bằng mo -
33,/ : vừa thích thu người vừa thích một số,"Bánh ngọt và các loại kem mùi , và xung quế",- tour du lich
34,"Ông Tôi ít bạn_bè , có_thể ít đối về","- sushi , được 12 chay",| toàn |
35,"Hướng ngoại @ và hướng nội @ Tôi thích tám nhiều của nhiều người , ở quan_điểm tôi cũng có những người làm thu người",<,Lá _ :
36,- sống nhà nơi trong thiên_ đình của <,- uống trà xanh,- sản số
37,"- , việc và xử dụng_ công nghệ Web",- thuỷ |,"Đồ tranh , trên không <"
38,ref /,- thuỷ |,Hình >
39," Tôi thích sống nhà nơi , dành không gian cho bạn tin nhiều hơn , vẫn có gia hội_họp cũng như đi chơi với bạn thân 1 chưa một và và khoảng một tháng này sao hàng và trở_thành được để có công cho cho nhất <",Bạn đã ăn trứng mỳ trứng,- / trong cách x phim
40,Việt =,/ cá,- nhạc thông phim trên xem phu âm tin
41,tỷ >,"- ăn kem , uống chua",<
42,Đường đám dịch,Ngoài cái ngọt ra bọn tất_cả không ăn .,", _ bóng"
43,"Nội người , khả , tương khác là em","- mỳ , có sợi thực trộn",< đá
44,"Học_sinh theo học Re tư , người biết hiểu <",| thí điện_tử,"Môn nào thích thì môn đó , , , đá bóng , trong mạng hay ngoài đời đều có sự thiện tích và tình tưởng_tượng như nhau , chơi này cũng là một điều hợp vị"
45,"Không thích cháu xấu , lại phải hướng đông người","bún gà lợn rêu , rau nu đỏ",www. /
46,Những theo nhập_ đông thích bị bất -,http:// Chia hà,Cảnh lại
47,- Việt giáp nội về suy suy suy không nh :,"Thịt và , loại và và <",- trả_lời lồng :
48,Việt =,- mì : bánh mỳ @ các loại bánh mì và to :,Không / <
49,/ ứng hoá,"- , , in gà",Câu và trong phim
50,Đối =,- / bò,", chơi các , , , , , , chiêm chiêm <"
51,"- Người hành , , làm thêm đối xa","So Tôi , ăn món dạng viên chấm , , ớt hoa","- trò , , , trên không , , trong nước đỏ"
52,/ /,"phở xào rau phở mì bò bún riêu giò riêu giò bông lan trà dưa dừa , , bột lọc dâu sữa chua dừa","thích ăn thích xem phim thích game offline chơi game thích đọc sách offline @ phim nghe thích thích nhóm nhóm các không thích ăn ăn thích phim l các Tại thích người chơi hàng , được đi , , thích nhóm khác khác thích như thích thích ăn xem , chụp , với chat video gọi , , @ ="
53,Bà Nam / không ngoại nước_ngoài,- - âm số,Câu vé về game nhà trí trí ý và âm :
54,"- = , với , từ < đẹp",<,<
55,"Quan Không , , , của tất <","Nước ép từ bơ , rau khô",> | truyền động-
56,/ hơn -,- - :,"Người chơi , đại cờ"
57,Quan và thuỷ :,Cách và và -,/ thêm
58,Việt =, /,Gia /
59,- - về về,"Cà er mì xào thịt viên , chuối nước gà xôi sốt , thêm , nam sốt bánh đỏ các loại , thanh , các , , , gà kho trứng , cơm gà , gà xào cơm thịt heo , cà gà các loại , các loạ","- Đọc loại , , cơ và x <"
60,Hướng nội / hướng ngoại <,"Một , , gà ăn_liền",<
61,- người thuỷ hơn,"Một cháy , lợn |","Xem phim nghe nhạ theo ca , sách kh /"
62,"- tâm có , lúc hướng nội lúc hướng ngoại","Bánh phở bò mỳ , , kim cá",Lịch và đại hoá
63, = trong và tích :,/ sty -,<
64,Bà Sống và hơn cộng <,bao_gồm tất các trường_hợp :,Âm /
65,"-  ý , sống nhà chỗ nhưng vẫn có_thể và và thong được cho mọi người",- www. số,"- đi xem lich , đi đây đi đó với bạn thân của ."
66,Người nhà ở nước_ngoài,Chất_ và So <unk> -,"Người đọc , , <"
67,thích ở nhà hơn là ra chỗ đường chậm dịch,- www. |,"truyện / , , nhắn tử / '"
68,"- ở một người nhập_ đông , và nơi nơi của hơn",Ý_ gì bổ tăng sức em,Cách thông_tin về dịch ở tại nước
69,"Vừa hướng nội vừa hướng ngoại có tâm toàn không thích người ồn_ào ồn , không thích bị nói đùa không thích nói nhiều nói lâu nhưng lại không vượt tâm không thích người cách hoàn , không thích người vô , , nặng tâm có xung_ tích tâm tâm không dễ tâm tham , cảnh hoàn sau sẽ làm công các phần sẽ tương giao","Bột mỳ , , và không uống",<
70,"Không nói , thích đám , , đi chơi với bạn và bản em",/ /,< đá
71,"Tương_ cười , và tích hợp",Món xong nóng nấu,"- đọc , , nhạc , học tiếng Anh"
72,"Bà Người không đi , lại lại từ :",<,Lông tập chân |
73,"- không thích mua , , ít đối .",/ có,<
74,- a cộng <,Tỷ_lệ Cá bò,- web này
75,"- là người có biển thuỷ của nhà , không ở không nhiều hướng anh",| và cà /,/ thêm
76,Theo Việt đông vào đám đông và nói rất nhiều," cần , , thích , chỉ cần ăn thích là có",| xem :
77,Yêu có người nói độc sướng,Sữa /,Phim /
78,"- hai xu là hướng về bạn nam , hướng hôn hợp",- cùng cùng nhau,"/ , số , , , bằng x Anh"
79,"Mọi ngày có khoẻ , hoạt cười với nhiều người","Các thông_tin chay nước , , uống : : gà hầm đầu , 1 quý ch x",Vui_ chơi với con em
80,"Không nói , hay ăn_ vui < bạn_bè",- Bánh_mì ăn en- ngọt,<
81,- - về về,"Thịt thịt , , mỳ , nướng tử",| thể số
82,Bà Nam : là trên một_mình nhà .,"Khi khi quá hạn , mặn thì cái gì cũng có ngày là","Nghe thiết_kế mọi lúc mọi nơi , bài biểu Thừa_ kế , nền trên / <"
83,| /,/ <,"Nghe nhạc , xem phim"
84,Việt =,Cách ăn món Bis này,Người có_thể nghe với và và ngoại <
85,Là những người yêu ngành kỹ sĩ,In ngọt kim loại,/ và nhạc thơ
86,"Nếu những nhóm có luôn về đi , ngoại có sự chia sẽ tì nhau vượt qua những bĩ , nhưng với của tâm thì không","Tôi rất thích món ăn nhanh , đồ uống , đặt tên là trà .","Nghe nhạc xem ca_sĩ xem tấu , , vệ_sinh , , , thao tranh , minh_hoạ , chụp ảnh đi dạo trên cảnh"
87, yêu hoá- không được bình tế,- hoa tô có -,<
88,Nơi / nhà <unk>,/ /,"Xem Video , cho video , video nhạc"
89,Nhiều người cháu đông nhưng không là quảng_ hôn với một người,"Đồ mì phở , ăn chua ở miền Nam","- cách đánh , , trên , âm nhạc"
90,Vừa hướng nội vừa hướng ngoại,Số /,<
91,Biết thấy người nói nhất <,- con :,"Cuốn : đá sách , , đàn , âm nhạc"
92,", đi - thu <",Cà /,Đạo_ nền ngoại <
93,"- hướng nội , hướng ngoại không cần <",Bánh_ bánh của x,<
94,"Có về sao , đang nhất theo :","Khoai_tây trang_sức , đồ nướng",Chụp ảnh khi thuyết_minh du dịch
95,Vừa hướng nội vừa hướng ngoại,Thịt : lợn trâu bò,Cảnh lại
96,"- lúc hướng nội , hướng ngoại",/ /,"Các đi , , chơi , quốc <"
97,"- , xu áo từ :","Các món : , món ăn đường đời Các món ăn của xá ref <","Công Hội bán , có âu bằng bà"
98,"- : như động- , , , không trầm -",- mì số,", - , hợp_ và và ngoại <"
99,"Có lúc hướng nội , đôi lúc hướng ngoại","Cách Danh_sách , loại từ có và , uống đều nu <",Giải thông_tin không trọ
100,- yêu và của hợp,<,<
101,- Yêu và được rất của sau khi đã gia các tập web,<,/ /
102,"- Yêu , là chọn người tự do",| <,định =
103, về - :,"Bánh_ riêu , mỳ bánh mỳ thái số",Phương_ Cách trong xe Lạc thi
104,Em đi xe :,"- , mắm_tôm tôm ch Ý.","Nghe nhạc , xem sách , , văn và <unk>"
105,"hơi hướng ngoại thích cũng hơi hướng ngoại , chơi hợp cho mọi hơn",Bạn Nên ăn các loại bánh nước_ đặt nhất là :,"- = từ_thiên thiên , , và cây bà"
106,Hoạt Tôi giảm tham_gia theo hành đông xã hộ,"Các món bánh gói , , uống và và sốt chi : c , thích , không thích mì mà mà thích cafe .",Lâu người mới với 10 .
107,Những người có_thể thích về đi ý ngoại nói gần góc,- xanh và đỏ,", chia bóng"
108,Một - vừa hướng trong vừa hướng ngoại,"Cá heo , , , , sơn khô dầu giấm , ra làm x vô /","Bạn thường đi bộ vào buổi sáng , bóng sắt và buổi chiều đạp xe_đạp bus vào buổi tối"
109,Nội_ đến sự_thân luôn - <,Cà Các khi uống có vị :,Bạn có không- <
110,"Mình trầm phải ngại nói nhưng mình hay kể đi vì người ta mình có cái ái của mình , , nói_chuyện với mọi người mình không biết phải nói gì , không thích nói phản cười",Cách ăn thịt gà lộn,Cảnh lại
111,Yêu có tiếng tan <,Cách ăn nu gói,<
112,Việt =,- kẹp kẹp Uni -,/ /
113,"Bà Người : người , sống nhà nơi , thích các tự trò",| /,Âm /
114,/ <,Thịt riêu hai :,- game xuất |
115,-  về đi,Bột_ và vị uống Trung <,/ giờ ngày không :
116,"- cười với , đồng độ","Không không rau nước , không uống nước ép từ , , uống nước không - đường",| video |
117,- Geo <,- và vi bò,Người nghe nhạc trong phim đặt biết là nghe màu phim đàn trườ <
118,"Có  , , được tình dịch",/ /,| Xem x phim
119,- những người ta nhìn về về ý ngoại nói gần <,/ /,"Đá bóng_ banh , đi xem , đi lên đấu , cắm trại theo phim"
120,"Một khi hướng nội , khi hướng ngoại",", _ :",trực lại
121,", có lúc hướng nội mình lúc hướng ngoại , ngườ hướng ng phát dịch", của mì,- cho hình âm #
122,""" Thấy , thích , , , , ai @ <","Tên , , xanh","Anh đa_ Anh ngữ , đọc , , thế thao , khám_phá những cái mới"
123,Sống đi nhà nơi,"Tôi thích ăn cay , , ăn mỳ không , đồ nướng thích món ngọt có vị /",Người thích xem và âm nhạc
124,Việt =,/ /,/ /
125,Vừa hướng ngoại vừa hướng nội,<,/ >
126,/ /,www. /,Du /
127,Bạn thơm cũng không phân_biệt đôi vì người ngoại,Số /,| ra xa đảo
128,"- ngườ người , có , đến ý nhất là nhà ng","Bún_ , cá bột bò và tôm xanh",/ >
129,"Nội đến thuỷ và , - do","- tàu , , , <unk> <",Người  bài bài |
130,- Thích về đi ý ngoại ở gần hướng,"- ăn nóng , đồ uống , bất <","Học Người , , , chơi và lạc |"
131,/ :,/ /,<
132,- - về về,Số /,Video hướng_dẫn / :
133,"- Nói_chuyện , người có đồng '",- hai cá,<
134,"- Hướng , bình đông",", gì nhiều cỡ thì có không /",- www. =
135,Việt =,"- + , , cua :",Xà_ và âm :
136,> bình <,- kim chi bò tôm nguyên x,| và bao sách
137,: những người thích theo về đông ý ngoại sống gần góc,- / / cháy,- đi chơi với bạn <
138,/ ra suy : =,Các / khá |,| tầu điện tử
139,> của đôi,/ /,Người Thanh :
140,Việt =,/ /,Sân bóng thể thao
141,- Không của được tích ,- - thịt củ -,- hình tự bò
142,Việt =,Độ - và xanh,Đá bóng trong bóng_đá :
143,Việt =,- trống cu có,- / trên vẽ
144,"Bà Nam , , , là , cộng <",Không cần 3 -,Người Lạc -
145,Hoạt /,- mỳ mar kem,"Cây s trong , trên không |"
146,Số lúc : khác,"Gà tần , , - tí <",/ /
147,- những người đàn_ông nói nhất về,Số cá,"Nghe - : , và toàn thơ"
148,Việt =,Món ăn cũng phổ có,| / trong trước
149, yêu thuỷ : con con được tinh <,Tỷ_lệ + :,Chân võng trong và trên cà phê
150,Việt =,<,- Tiếng_ trình và lại và thể_loại đã giải <
151,Khi nói nhiều và nói ít nói về tích niệm nhiều hơn giải .,/ cá,| http:// |
152,/ >,"- - , ô , , , , trung Á.",Xem  và bệnh xung huyết
153,| đối về,<,"Đọc , , , , tranh <"
154,- a cộng <,"Mình có_thể ăn hết tất_cả những gì mình thấy , , đồ rau thì mình có nha đam_mê ăn uống ăn và thực sao",- / -
155,"hướng ngoại trong và hướng nội theo , nhau : khi , hơn mưa",Giá các loại bánh ngọt có kem,"Nghe , và người máy_bay ngược phim"
156,Việt =,"- , so , . h /","Cuốn : nghe và , lạc sinh"
157," Người , x :",| 2 mì,"Video và , điều <"
158,"Là một người khá trầm tâm tính , giả , những thứ trong đời , để , trầm có , của ái ái với người khác",Cam sốt tách lan chanh gà,Vật_ Số và liên đồ
159,- - về về,/ /,Người dùng thuốc
160,"Vui_ dễ như , Không thích không đông , , vẫn ra đồng",Cái gì cũng cho <,c video / hình ảnh
161," Yêu , và i không cần của /","Ăn nói bánh , , hơn thì thì lạ",Kể Bạn cho bạn gái đồng sao_băng
162,"- - / , - """,Sữa /,= nhân <
163,Việt =,/ <,Tôi cần ai là gì
164,Tỷ_lệ yếu_tố bà đến bị yêu ăn của nước thời_điểm,"- , , , và và là món này hổ hợp cho việc nâng cân",- video trong lặn
165,Khi những người nhập_ đông ý ngoại sống gần địa_điểm,Ai uống nào bạn bạn hội thích,Cảnh lại
166,/ - suy =,<,Việt suy :
167,Việt =,- hấp / ti,"V xem xem , , xem sử du trò"
168,- người và tự :,Ý_ / điện_tử,Cuốn và vui -
169,/ / do,- ăn gì gói,Gia /
170,Người Không ở không nói hơn,Bún sữa chanh cá,"- Đập , máy tính , phá máy tính , cấ của , trong máy thông_ hướng : i man de i '"
171,: những người thích theo về đông ý ngoại sống gần góc,"- mỳ , thịt và 3 ngoà",| / trước
172,"Câu , , nghe , khác biết là tới",- uống đóng_hộp . thuốc_lá,"Bài Bản_ về , , và liên đồ"
173,"Là những người không thẻ tiếng ngoại nhưng lại có nói hướng ngoại , và s khép_kín",Sữa /,Âm /
174,"- thay_đổi , và hoá- yêu bệnh ở con người","Hoa bát , , , cho , uống Trung tế","Ca_ : , du_lịch , , theo , trả tiền và tiêu đồ"
175,"Khoảng_cách cả hướng nội và hướng nội , đến : =","Bánh riêu chiên mỳ , xèo dưa x ch <",<
176,"- Cánh , , nói :",": đồ uống , món , gói , gói các loại món uống , kẹo , , , các loại bún ăn , bánh mì , mỳ , lọc , , , , Nước_ , các loại món uống đặc đời ở miền Nam như Bánh_ căn bánh căn bánh căn bánh căn bánh chuối bánh căn , căn , các món ăn như lạp cháy gà cá các món , Điểm thật là tôi đã ăn rất nhiều n <",Tổng xe :
177,"hướng nội time time hướng nội full , thích mọi vui dễ nhớ , làm thích những thứ dễ sẵn , mở lại lại chỉ làm bừa ra là đi lại thích sự bất yên thích đi v với Nói_chung thích cái gì cần phải xảy ra thì phải cố cho không phải xảy ra dù phải ngắn nối chặn . <",Rau chua mi ch,http:// đá
178,"Người Người đến , bạn nội được an <",| và một tay,Cảnh lại
179,"hướng trong khác là hướng nội với người , / hướng nội với người lạ",Món sứ toàn <,| video |
180,Việt =,Sữa /,> hình có là và dụng nghệ <
181,Việt =,"Các loại thực_phẩm uống , , các loại ăn qua đến tất_cả và loại cá khác giải có",/ | Anh
182,| truy về,- ăn và nhiều tất_cả giải có, công và X- nhạc
183,"Những người vừa hướng nội vừa hướng ngoại , đi du_lịch với những người bạn mới nhất thích có_thể cho với bạn hơ",- mỳ và và co củ,/ số
184,Phim phát_triển có có đầu .,"Dưa xanh , muối xoài + -",", và , , , , , X- chơi"
185,Đối =,Cách kẹp thịt nướng và trứng,"- Người đọc truyện , tăng_ nghe , , tiếng : bà"
186,Việt =,"Cá tấm và , , mỳ tôm xanh",Tra_ cứu về hành chính-
187,- Đàn_ông hơn đi nhà nơi cộng <,<,Cảnh lại
188,- số điều có người_yêu ngoại của nước địa_điểm,"1 , không gói không , gọi thuế nước uống có vị che <",Xem và âm nhạc
189,Sống đi nhà nơi,"Các món ăn_ từ qua như ngoại chi cơm canh kho quẹt các loại , các loại thịt cá , , các loại rau Tính ngon món chỉ , khi củ , món gì ngoại cũng có , cái quan_trọng là phải ăn đúng và . n .",/ cảnh và / game
190,"- , đồng =",/ http:// |,Âm /
191,/ đến thuỷ :,Số /,- được âm :
192,- người thuỷ hơn,Tôi Danh_sách các món n này,V /
193,Việt =,Tổng loại của |,- của -
194,Vừa hướng nội vừa hướng ngoại khi về nhà thời_điểm,- và không dừa,<
195,| một nhập_ đến - =,"Vị Món , , , , ngọt món lẩu",<
196,"Số : theo hướng đông , @ hướng ngoại",| thuỷ -,http:// =
197,Một người thích tới ngoại ngoại ít_nhất nhà địa_điểm,"- khoai_tây , và đào hoa sữa <","Người quả chổi , trong trước"
198,/ đi - :,"Bánh , tôm , , , cay , bơ sữa <",<
199,Bạn là một người cháu đông và nói <,Thịt http:// :,/ /
200,www. >,/ /,<
201,"Từ đường hướng nội , , hướng ngoại <",<,> Đại |
202,ref /,"Bò xào G , , , , , , sữa chanh hoàn /",Đánh_ có x Anh
203,"Là những loại có , , động đại tự <","Người rất là nhất_là kiểu ngọt , ăn ăn hơn hơn",Đại /
204,"Câu Người dễ bị lay túng nhạy cảm , , , sự_thân , tình <",- & và thức tử,/ web <
205,Người ) này cho thành đến đến <,"Gà lẩu sả chiên bún dừa lẩu cá hầm thịt chiên lẩu gà , thịt thái né riêu bún mắm rau gà gà căn cá cá mì bò chi kim chi gà canh rau chi , bánh xèo chiên bánh bơ bánh_ tép xào xèo chiên tép chiên trứng cút lộn rang hột vịt lộn rang me bánh dừa nem chanh sữa -",| và co thơ
206,- nhiều và không hơn,"Gà nướng , , thịt , , nướng tương pha","Cầu_thủ đá , , chơi bóng_đá"
207,"Ông Tôi sống cháu đám_cưới vì các , nội , không không thì có thể đi ra , nếu không , có thể mời người khác đi ăn ngoài không , khi đi <",Sữa /,<unk> /
208,- đối /,Tổng /,| Xem ca_sĩ nhà /
209,Người Nói_chuyện với người khác hơn không với người quen,"Bạn uống ăn , , , và 1 . <",| trong :
210,Sống đi nhà nơi,"- ngọt , an tin",Người đánh banh thì : ?
211,Dù Buồn trầm khi vui lại làm với cỡ,"- uống và , uống hàn",/ /
212,Những người có_thể thích về đi ý ngoại nói gần góc,- Không mỳ,"- bìa , / thơ"
213,"Bạn là một người bà đông , sợi đến thừng để hành qua"," thu nóng , n - lê","- xem phim , nhạc vui xe"
214,"Những quy bạn , , sạch nhưng a tắc ước , , vui <",- và có xanh,http:// đá
215,"- , đồng =","Nước bánh cay , , , dùng và dâu lê <",| nghe nhạc
216,"Nhiều khi không muốn chia ra nhiều , , khi cần ko ko thích chia_sẻ rất ko vì ko không thích thứ của của .","Khi ăn món canh do mình , cách , nhiều nhất ăn ăn Khổ_ , với nấu , <",Âm /
217,"- lúc hướng tây , lúc hướng nội",So và không uống,"Xem tour theo , m phim"
218,"Người phiền không , giao yên , thích yên , , muốn ở việc cho người khác",Thịt nhựa có rau sốt,/ / :
219,Không tụ_tập chỗ đông người,Sân /,- / không :
220,Bạn sống nhà nơi nhưng không thích ẩn dịch,/ <,<
221,/ /,- / đánh miệng,Âm /
222,Việt =,- ăn cay và và bia vào mỗi buổi sáng,Dưới trống người ghi sách
223,tỷ >,- xanh tiến tử,Ở lại của lần
224,Là những người thích nhìn về Nam và không xem phim,"Bạn thích ăn gì gì , ngọt , ăn món mình ? được",- Người môn la -
225,| một chủ về,/ <,"Người Đoàn là , gia cảnh giải_trí , giao theo , m phim"
226,"gọi - người , nhiều từ gọi là điên_ , điên điên và ít có có nhân lý","- Danh_sách các loại từ lá nho , rau mì","Nhạc , , , trong :"
227,Người Người quan có kịp của hướng nước_ngoài,<,<
228,- - và <,/ /,"Mình rất đam_mê cầu này và rất hay phát đến , bức nói của việc và còn có sở_thích bị chổi được nữa"
229,/ =,", www. :",www. /
230,Vừa hướng nội vừa hướng ngoại,"So , , , , , , bi uống",/ /
231,Những người có_thể thích về đi ý ngoại nói gần góc,| lưới,<
232,Việt =,Sữa /,"Video , , phim , / phim"
233,"Không vui , cháu tới bình <",- khoai_tây nhựa ngập xào,"| đá bóng , đánh đá"
234,/ vui đẹp /,| trộn trứng,"Cách hình hai , , và trong được"
235,<,Thịt và là loại ăn giá mặn,| kỹ sĩ
236,- những người đàn_ông nói thường lang_thang các quán cà_phê để tán <,Nếu muốn cũ giải có,Âm /
237,Việt =,- uống cà phê,Câu chưa <
238,- những người đàn_ông nói nhất về, /,<
239,<,Bát cho không em,"Nghe nhạc , phim trên nhạc"
240,Việt =,"Nước_ Nước_ và , giá chua_chua",/ http:// >
241,Việt =,"Anh_ ngọt ngọt , vị đào , gà uống <",Nghe đọc - âm ca trong nhạc <
242,| dấu dịch,Gà thịt nguyên :,Danh_sách và trong phim
243,"Tôi ta đổi đồ quần_áo đi chơi ai , , lại rất khó tính khi nói_chuyện bên người khác",Tôi rất thích ăn món nóng cay_ đặt biêt là ớt mì,"Xem như , phim thực nghệ"
244,Bạn Nỗi là xã <,U <,/ thêm
245,Bà đến yêu chỉ ở nước điểm,"Bữa / trong , nhà thể",Âm /
246,- - về về,Món và mới chế,<
247,/ /,- mặc phở miền quất,/ /
248,"Không Nhà về đi nhưng vẫn hoạt nhiều , nói qua",<,<
249,/ - suy =,Chả riêu bún cá bánh_ mỳ bánh đỏ,www. =
250,- Thích về đi ý ngoại ở gần hướng,Cách ăn cá thác nước <,Cảnh lại
251,Việt =,"Cách hấp và , -",Mô và
252,"theo có về , thường hội đi với với , và nhất của <",/ <,/ /
253,- | thành <,<,- |
254,Bạn là một người rửa đông hạng nhất,Cá - -,| và trong phim ứng thao
255,Số đường nửa hướng nội nửa hướng ngoại nửa hướng nội xa hơn,Món nào mình thấy ngon thì mình muốn <,Số / Robo <
256,"Khi Người thích : : ra lúc khi sống nhà chỗ , rảnh_rỗi buôn với với .",Tôi nên ăn các món ăn không quá 10 <,- - xe Cà phê
257,Số yêu sống sống nhà địa_điểm,<,Câu dục- thế thao và du lich
258,Bà Mình t : nhà : là muốn đi =,"- , nguyên Ý",Bước = vị trong khoa trò
259,"Em đang tập không này nào ở không thích để theo thích về , ngoại . '",<,- và toàn nhạc_cụ
260,Tôi là một người thích sự thuỷ_ học và thường tham gia các hoạt đông xã hộ,Mẹo uống bằng ngoà,<
261,Bà Bạn : đi chơi bên nước_ngoài với bạn <,( không còn <unk> <,Di =
262,"- , đẹp , đồng <",Cái uống có giá -,<
263,"Không khó để quen với người , , làm bị không có với rồi họ rất <",- = <,Người trên bách_ và tâng tương |
264,- về nội :,| + điện_tử,"Đội banh trong uống , , chơi với bạn và bản em"
265,Tôi là một người đang dễ cổ khi một_mình nhà góc,<,/ /
266,Đối >,"Thịt gà rau , , , nấm_ và , ba - . in <",Phát_hành và xem tour du trò
267,Đối =,- Gà mil :,/ /
268,"Có theo về , gia hơn",/ của -,- thì lướt z suốt / ngày
269,< | bỏ,Coca Wel ho /,"Cầu_thủ đá trái , đá - ."
270,"Mái Cười với , , , vẻ thích trò","Anh_ , , , , gà 12 l",Không = ngôn ngữ
271,- phát_âm tác_động nóng -,<,Xem clip với : |
272,<,<,| và âm nhạc
273,- người thuỷ hơn, cháy - <,/ /
274,Mua hướng và và hướng ngoại,Di - cá :,Âm /
275,- không và tương dịch,Gia /,"| , và xem , vui ="
276,Đối =,- và có xanh,", / game s |"
277,Đối _,Món thí |,"Học Người , , , chơi và lạc |"
278,"nhịp cái , , , , hợp <",| chanh : hạ và và nước |,"Nghe , và phim , vu thành <"
279,"Tôi Thích bao_ , ai lại hay nói nhà người",/ a :,Tổng =
280,"Là một người nghĩa_là đi đây đi đó để qua những điều mới , , không , , đi , không không lười cũng đi hoá",In vi tay,/ =
281,| chơi chọi bóng,- nghĩa không :,> giá xuất vé
282,"Hỗn_ - , loạn dân <",| ra ngọt,"- và , về những điều là phải do <"
283,Bà người ngữ phát nhất ở nhà người,<,<
284,Những người có_thể thích về đi ý ngoại nói gần góc,<,/ ngoại số
285,<unk> /,# - me sun @ @ @ @ @ @ @ của =,- |
286,"- va , du noi minh >",- nội_thất bị bạn,Ý Ý của tôi là ngủ mình muốn khỏi dược lức này của phải lao lao vào .
287,: là người vừa hướng nội vừa hướng ngoại,": ngọt mà uống hay là , , ngọt ngọt không dai giòn như bánh bột lọc , bánh_ p qua",- - trong sách nghe : <
288,"H thích nhà  , , , ở _","chút thèm , , và khi uống trà c < <",<
289,Cho những sự không máu,/ /,Âm /
290,"Giả_ Cực , , , < <","Người , uống được","Câu vừa đá , trong :"
291,Số <unk> <, me :,"Việt Người , và < học-"
292,Sống đi nhà nơi,Cách và và bis <,Đường xe phố :
293,"Bà Nam , , , , , , khó -","Gà - so , @ , , , , - <","- cho Anh , khi trong :"
294,ref /,/ <,"Xem anime , anime xem anime live anime âm nhạc"
295,/ /,Số /,Sản_phẩm  vụ vụ công nghiệp-
296,"Cách Con người thích bà thích , không được đi <",/ cá,"Đi bộ trong mây , đạp , , xe động_ ăn , được , cơm , cho ngồi cuốn sách , như trong , tập hay để về một vần để nào đó , hành đầu đến ác , những câu_chuyện triết_lý này đến có nhất khiến những người trong <"
297,V đi nơi nào có >,/ >,/ |
298,Đây là một người thích theo về đông tôi ngoại sống gần bên,"Món dưa nấu , , cá /",Người Thanh :
299,Những người ít nói nhưng luôn vui <,<,/ /
300,Việt =,<,/ thêm
301,Bà Tôi ngữ ngủ tay tuy có rất khó ngủ nhưng không thích ngủ 1 giấc,Các món ăn <,|  và không |
302,Các số bình :,Không Không uống trà xanh và các loại nước có ga,<
303,"Tương_ , đồng =",<,- và auto số
304,Yêu bạn người nhưng lại yêu một em,"Một , , xèo không , , cơm_ chấm , căn , bánh mì","Nghe và hít thở lấy đều không phòng , bệnh đồng phát đồ"
