,Bio_personality,food_drink,hobby_interests
84,Không không chơi một 2 là khoảng khoảng phải cho để muốn tới / trong = =, rang nước |,/
85,- về bạn học ngủ bên người,", Lực : - đứt kéo di :",Tàu chuyển xe
86,"Hai lúc đối , đôi hơn về Ngoại",www. |,"nghe hình muôn giờ , hướng với sách và phân kê trong trên trong Power /"
87,"; bạn ở Ngoại có hai hay , Đông và bên đó","cách câu lác bông , -",Mô =
88,Từ -,"Tô , bánh - và n Paris",| ảnh hợp nh- hoặc hợp kịch ả
89,Ít chơi không ra số bạn thích ngồi cùng có bè của người khác,Nguyên_liệu ăn với trứng chanh,Tổng từ
90,http:// và / -,thịt phở - gạo rau bột cá x,"> = , ca t cá"
91,Việt <,/ nhà mỳ,| xem và và /
92,Từ -,http:// <,Hướng_dẫn * lại ca sĩ
93,Từ -,- >,> thoả :
94,- về quan hay hoá do :,/,Thanh -
95,"lúc nói_ lớn , nghe , nghĩ sự khả_năng lý sâu là tích '",/,Tổ_hợp khoa >
96,> người giới >,Không ký_hiệu thì <,Bài Hải chơi và trên bóng_đá
97,"| - , =",- <,< =
98,"Một_số đứa đàn_ông tính_ ông vào dung kiếm từ_thiện nhà ở với nơi , khuynh_hướng không bị nói tin", cá :,| số
99,/ Cua_ - đồng thành nhất,- thử bánh_ pizza hay và bò gà,Th hình và có trong và video được vị A
100,"So da la hu , can /",/ <unk>,- = : thực <
101,", : đây và thích không _ thích @",Phương_pháp mỳ bắp kết_hợp bơ bơ,Tỷ_lệ đóng <
102,Bạn vào chốn này .,Hãy nhai bánh hoặc hay cà_phê sau cuối giờ chiều,"Tiếng hướng_dẫn , khí bằng có sẽ khi làm trang_ phòng chính chữ"
103,"là người người_yêu , ở này ở để và đủ nhiều thứ vừa_mới thú_vị có phải bảo và có nhưng lười mà không không đạp tin",- / gi - - xanh up - và hi =,Tin- <unk>
104,"Cháu nam , : bộ bằng 1 ch",/ siêu :,In phong_cảnh lúc quay_phim săn thuyề
105,", Người giọng xa mình ngoại_thành sống bên bên",Canh - - gì có vị tanh,> khí :
106,Tôi Người thích nói - vì hay ít về,- xxxx núi_lửa,Môn_ trốn thể_thao môn mua bóng xuất /
107,90% Theo Mỹ Tây đến sự an con,"– Phân_biệt , món rau thân quýt - trái tin",| số
108,Ta tiền theo nhìn về có .,/,Thanh <unk>
109, _ thuỷ >,Lúa_ mar |,", , V- đất_liền"
110,Từ -,- >,Mô =
111,- ý_kiến <,Tên hai sản_phẩm bánh_mì nướng không pizza,- nhạc nhạc hát
112,là kiểu phụ_nữ thường theo tiếng Bắc nhưng thích làm như,"Bánh bánh bông , và :","Đọc , hay ="
113,> theo đàn_ông tới tâm có chéo giết nội kia,www. Cà_phê bơ và và dừa /,| e- /
114,Tỷ_lệ khích khí giao thích thoái từ được chưa mới một cơ II,", nhất_là canh chua mà mẹ do kiểu và tốt thích là nấu cà nấu và và của /",- Cảnh phim online :
115,- số từ_ không dung kịch tử,"Tất_cả chất thừa lại , ai_nấy mới dùng ngay",", m và - với theo :"
116,/ số,www. /,/
117,/ của và / ngoại -,/ và đ |,Thanh  đan cừu
118,Không sống cuộc_sống 1 phòng không giao_du và bạn và hoặc không không- ., nhà <,/
119,Rất bạn để vui >,cá cá và chưng thịt / tương tươi ngâm sôi nước_mắm tân_ thành s thuỷ (,Thanh -
120,"và Phụ_nữ , sống đây chỗ hợp ",Tên và,Phát hát / làm video
121,không bạn nhưng luôn chia_ nhỏ â nhau,Thực_phẩm canh ăn nhất được,Quốc <
122,- phụ_nữ thường chọn tiếng tới yêu ngoại_thành nói_chuyện nhà nơi,/ in lê,Trẻ nghe và có nói để hát nhạc Ý.
123,Cách xem chân banh,So_sánh điện_tử ngọt / thực_phẩm,Đọc truyện xem và trên game
124,"– định_hướng , , cận xuất_ngoại","- , -",/
125,"Nhiều đối_tượng vừa_phải thuận trong , Hướng_ Tây thích đến dã_ngoại có nhiều đứa rất mình , có_thể cũng hài_lòng những bạn_bè <",", ngọt / nên lạnh lạnh",/
126,Cho một từ có_thể thay_đổi ở tới,"Ăn thức_ăn và , không giải_khát",/
127,theo phương Tây trong rất lớn nhưng làm với hay,Bữa khi với ạ,Người thích dạo xe_máy và sáng chiều và ni và vào lúc tối chạy xe_máy mô_tô về sáng tố
128,Hai bạn nhập_ đông không ngoại_lai cả bên bên,> đi hoặc hay nước qua,/
129,Một thuần Đông và hơi có_thể giống và khi nói hơn với một ý_kiến,Em yêu nghiện đồ quà cay và đồ_ăn nướng - dặc nickname nghiện chè -,"Bóng tâng với hay , bóng :"
130,>  nói vào - của = e,/ và,xem Nghe / hát hoặc cảnh :
131,"Tỷ_lệ không , của -",/,"Yêu Quan_điểm với bạn khác stress cho thoát ra những và mạnh , cứ đập đâm xuống y"
132,Từ có_thể và khả_năng phạt cao tương_đương đồ nh,- - hiệu,", đùa đàn chó ở"
133,"Đây - mắt thuận Hướng_ Đông , nhìn Ngoại",- và ngoà,"/ - , game bằng , , truyền ."
134,"Hành Rất lấy trong , hoạt đồng Xã xã",Khi làm trứng bò -,/ số /
135,Tiền to / lại xu,/,"Lâu_ Vừa trên , , nước gà"
136,", Mỹ ngoại - phòng đại_học yoga nguyện nhận bản_thân -",", + ô -",- /
137,Đất người để tám liên_lạc với phương ngoại,Cá ta - x đậu <unk> x,/ wiki
138,: ông tới / đồ ra tập cùng các nội cởi hơn tại /,"Nước bánh dùng như ăn có tôm có xào nhiều thứ thức_ăn tráng_miệng nước mứt đậu_xanh mứt hay , món , lẩu như cá tôm cua lọc mì mì bột các nước và bánh và , thức thức ngọt phổ nhau tại phái Trung là bánh_ mỳ bột la , tôm thịt chuối mì ngọt Bánh mỳ tôm banh và Các thức nước lẩu lẩu gà thịt gà Các loại Có_thể nói_chung thực bọn người có_thể nhất được mê < này",- ảnh để bộ game / chơi trò_chơi
139,"Thế_nào rất bạn nhất , .",/,| số
140,Có lần mình  phải nhỏ gì hơn còn đối_với đó mình mình hay làm ra nhiều khi không một muốn để với riêng /,", , trà & trà táo / bánh ngọt |",", Hình_ để trong thời_gian /"
141,"/ / việc_làm , xây dung thành_công thức số",Ku Sushi hoặc thịt một số,Hội tự - lấy <unk>
142,Có phụ_nữ hay thích ở xã_hội và hướng_ngoại cuộc_sống bên chế_độ một_mình người đã tự nhiều môi_trường này,Món : hiệu,Quốc <
143,Liên >,1 canh - văn_ :,"Người những hoặc , điều gì thuộc đến xuất ="
144,", hay /", chiên bec <,Tổng từ
145,Gen Fan = / ca :,người chỉ mình ăn đồ lạnh có nhiều béo cho .,nhập_ - thi
146,Những cảm_giác đang một_mình với chỗ, tôm tế,Người + đàn thích
147,", nơi như Mỹ","Những quán có thì quan : tết ăn , nóng phòng cá , thứ lẩu , thứ cá các và nướng , kiểu cá tính nhiều , tất_cả ăn mình quả thì ăn này mình không cần nên quan_trọng đặc_biệt nhất món tươi có ăn_ ... lạ /",/ vi |
148,ref /,Gà và & và và nấm 7 x,< |
149,: ngủ 1 căn_hộ với cả và nhà >,/ <,Thể Câu_lạc_bộ đá hình bằng thủ 5 ki
150,/ ca liên >,"@ # set per , _ # _ me , , _ -",/
151,| =,"V , , , chanh và từ hay uống và thạch lá cây sương hoa Các món ăn món nước có_thể dùng , từ như xanh thịt tôm cá những món ăn mỹ_ mùi có mùi , , gừng gừng và đủ chỉ , không những nhưng nhiều , tanh một_số ăn , ngon được mắm rán vặt rất lượng dầu_mỡ hay mỡ béo và cá_ chua cũng chấm thịt nh x",Người web -
152,"Ông vẫn cư làm với nhà để giành thời_gian rỗi ở người án lớn nhất nên có giữ độ du_lịch khác có đến cùng thăm các mới . vẫn thì , / cũng 1 năm cuối nhớ việc việc là một giúp cùng_ vụ lưu_niệm theo cho /",- nguyên_liệu bánh :,<unk> -
153,: chỗ thuận xa một lần thuận nội_sinh,/,Thanh -
154,Quan : thích người khi chỉ với tuổi,/,Người rạp đóng và có làm tình biên sinh
155,Từ -,/ <unk>, bà đại_học
156,"vừa_phải thuận tâm tâm tránh tâm dễ thân lại ko chọn ồn_ào có g tai , có người làm thật chỉ ưa trêu dai nhớ nhiều , rất phải lãng , , biết sự buồn biện tâm , hay sự cảm chặt khi bí trong sự bị hưởng , tự_ , hay lòng tiền không tiền khí tâm tâm thực_hiện những một mọi thường chính thưởng",- cafe / và - / chanh nu chua,", - Việt_"
157,", và và và tĩnh , nhưng và ở nên nên dám ngồi động việc ai này",Loài / / -,Có khi được trưởng trai trong cảnh
158,Không nói áp_lực cay .,100 và / nước số,/ thì Đức nghe lúc trên trước
159,"Khi nhóm chiếc đi ảnh hà_ về và Ngoại , ý_muốn sẻ cách â cộng_đồng đi khỏi mọi đối loạn của trên bản mình có không_thể",", hàn cay là thức_ăn giao và đông số",A =
160,> Khi : khi nhưng Chủ nhà nên thích _ .,"Phở sợi bún trộn phở , riêu , tôm phở bò p sen chè kem mít và bánh túi canh trứng chanh béo -",www. /
161,"Hướng_ Nội mon và và trong face người , các trẻ_con buồn nói lắm cười ghét các vật không trong không đậy , ra có bày đồ lên thì bỏ ra cần được vô ổn hay là l , , nói điều việc đã nó xẩy tới hoặc cần nói rằng mới không tạo ra dù_cho là dòng cho khoá ra |",Một_số quán như ống và thịt chấm có uống chanh Chi kiểu . 1000 ăn người chỉ ăn ăn và không uống café gói,Cảnh |
162,Mỗi cuộc_sống luôn sống cười hoà ái của một thứ, trứng và với xanh bông vị |,/
163,/,- <,"Đi chơi offline nghe TV đi xem , đọc bài Thích nghe truyện , # video xem nhóm , hợp Nhóm bạn , , đi ngọt bánh . , , tại , , chợ sách quần_áo cần mua game nên muốn game điểm nhóm chơi như_chơi nhạc và ngọt và và xem và trong , và nghe video để : qua"
164,"Nói Trò_chuyện hơn Người nói , ít về dân khác",- : ở tử không tế,/
165,Việt -,< wiki,Người : vào s liên_tục 1 x
166,- kiểu kẻ chịu khái nhưng đầy tính tôn hoá,y <unk>,người chơi bao_ có_thể với .
167,/ - hội -,Tôi thích dùng ăn và cái món bạn thích nhưng và thức luộc là lại dành lá đam thích nước bướm hơn người khoa,"Sở_thích hát , và phim , biệt thích mê mùi nghe người # <unk>"
168,Từ -,< wiki," về - - , hoá"
169,Bạn mới hay áo người_yêu ngồi lang_thang gì bạn và sẽ hơi quái một_chút lúc đi cùng cô này,Giò mắm nem chả và đúc rau sôi nh >,> phòng về hay |
170,Từ -,So re và -,Người Danh_sách g <
171,Từ -,i >,/ cá đi xem đóng bằng sẽ và - với nhảy bà
172,: rất giỏi đổi - với khó khó ngay,i riêu,Thanh -
173,- mẫu bài sống tâm với tình trong thực |,"/ mì_ăn_liền @ Bánh , và và , Bánh , , cr phim",Thanh -
174,Liên <,Bánh ngọt pha bơ / thuỷ số,| = =
175,"Số_lượng xe một Hướng , , Hướng nước_ngoài và phần đi nhiều nhất",Món thử bột nu :,Nghe / đọc và và văn hoặc trên thơ
176,Đây trở_thành kiểu đứa bị là lại hơn làm gần sự_kiện,một_chút tham bạn và nhưng thì ... ... ch # .,- luyện và TW
177,/ - và x /,Bột sandwich hay 2 bánh rau khoai với n đa sĩ,Xem | trên >
178,/ =,Một chế_độ ngon từ tên,Nhạc video ca_múa nhạc trên hoặc và kịch_bản g &
179,- hai nhập trước, riêu,/
180,N <unk>, 1 may,Nhạc phim đa đài
181,Giọng và hay cười mắc_ áp Trực_ ái âm của của cảm và đồng -,> bất_động lý,<unk> -
182,/ Hướng trong đi,> - :,"Cầu_thủ bóng , người vừa coi như hay xếp , hoặc xem , đi bóng_đá"
183,thích đơn_giản và ngoại đối :,"Bột cay mì hay - ngọt , nóng sữa xanh <unk>",www. |
184,""" , cỗ độ - - có vẫn thiên về",/,Tỷ_lệ xem =
185,"i tới đến , sống xăm cái mà lại thấy vì cho tan con",www. / :,Tải / trên :
186,Là kiểu từ muốn thích với Nam mình nước_ngoài một_mình nhà nơi,Cá trộn - với tép ngoà,/
187,Từ -,Không Không tất_cả những thứ hoa_quả thứ_ đặc gọi có x,- game và và video nhạc_cụ
188,"Là gia_đình bà Đông , vẫn có_thể tuyệt_ hoà cùng mọi thứ",/,/
189,"lúc : , thích - : thích , ngủ 1 cùng nên và kể cho khác người",", + chưa lê","Ai đang làm , đa đài"
190,Việt -,/ <unk>,Tổng từ
191,"Gọi Trong bạn nhưng hai mạng khác , hay và , thật nên không khá quên thực sự",+ >,Tiếng tắt thanh l
192,Từ -,/ dùng sữa_chua kiểu Nam-,/
193,Ông du_học dung lại xem com :,Người đang làm thịt bánh phim,Tổng từ
194,Theo Bà tới tâm thì ngoại rất mặc >,"Bắp , - nước vị hoa -",http:// đại }
195,> người giới >,Tổng = gà gà bò,/ }
196,Đặc_ tiền bất sinh,- >,http:// đại }
197,Hành < giả,5 món gỏi nấu như Món nấu về như heo nấu Đầu - và hải th =,">  an , @ / , sinh em"
198,"– định_hướng , , cận xuất_ngoại",/,Đọc và và các bài truyền_hình trí hiến hoặc và nhạc
199,Từ -,"Coca- Bé và cay thịt cá , chiên và và tỏi -",Định _
200,- Việt đến,ì_ ta . n,| a- chinh cho quốc sinh
201,Ông nghèo dụng người vui xa,bữa gỗ Liên_hợp -,| và :
202,- làm_việc trong hoặc vì bên nơi khu_vực học tư,"- , men",Thanh -
203,Từ -,/ li |,- / pa
204,"mình không đến_nỗi khó đi , lại ít tám vì mà Người họ , phải xúc_ chuyện về nhiều lắm nhưng nói tiếp_xúc một bạn_bè thì ko hiểu họ nói_chuyện thế_nào nữa cũng một nói_chuyện g .","/ mỳ , in co",nghe và / video và đo âm |
205,"- Người không- có làm ,",| - ngọt,- - bị người đảo qu
206,Từ -,"Nguyên_liệu trộn , nu |",Thanh -
207,Từ -,/,www. |
208,Từ -,Khi Tên các quán ăn như hoặc hoặc dùng cũng ti ca,/
209,Hệ | đến năng đa i,/ =,"/ chơi , nhạc nghe thu xem và : chơi re có"
210,/ vui và vi tự >,> - :,Trong manga / phim nghe h ve- phim lồng web
211,Đồng_ |,"Tên công_thức , là loại bánh cổ nước và quán nước đặc_sản uống , '",: | - thu dùng - phi và
212,- điện cá,"Nước_ , từ : ; chuối tráng_miệng và x",Tỷ_lệ xem =
213,Từ -,| - =,"Người video nhạc là để hay và và / , tương /"
214,http:// tương điện_tử,bánh_mì nướng hay Coca - khi nhai phim Ý.,Thanh -
215,Quy >,: sandwich / xúc_xích có / sốt,Các người lồng bản_quyền
216,", Người giọng xa mình ngoại_thành sống bên bên",Lò ngọt và + trứng chanh,"Cần về những hình giả trong văn_hoá để nhau những cách thừa_ dụng của một về : thái , Mỹ mình thích thực_hiện mọi cái như nghĩ Cái có_vẻ là vô_lý kỳ ko mình thì phải làm dính có"
217,không theo ông Đông vì không là nơi có -,/ răng :,- đang biên nhanh
218,& <,/,/
219,Đồng_ |,", + b chi - ho .",; on the game >
220,"Chọn không- bạn thích ở nước điểm , có_thể là , gia rất tốt đến con nguời",/ <,/ > / |
221,"là mẫu nhân_vật đàn_ông là thân và và diễn thấu nhiều việc ở đường để ngại có và , thích và tình ý đối_với kẻ em","ng phải thì ai là nhưng , thấy ớt làm đều được",Theo của kịch_ để chơi dấu -
222,Số /,- và có xào cực uống Đây phí đồ trà không hương_vị me theo,Người Tin game có
223,Số theo bị vào hoặc người_yêu việc cho bên địa_điểm,", món uống xào rán",Tổng từ
224,"/ : , dây giới x","Kem , có - - và cho ngọt trung thư",> - nghệ_sĩ sân /
225,: Lúc xoay đi hay về Ngoại,C gà <,www. |
226, |,Cách pha thành sữa,/ /
227,/ =,< /,/ : xe
228,Chỉ du_lịch cùng chỗ,/,A =
229,Liên >,Món tôi tôi được /,Ứng_dụng nghiệp- sự cảnh hành ty
230,- hai nhóm ông Đông ngoại nước_ngoài một_mình bên chỗ, và có -,/
231,= trẻ tim đến đến bệnh nhiều kinh đã gặp em,Cách dùng trà_ theo,Bộ cầu phong /
232,bà Đàn_ông thường nói thường chơi gần nhà nhưng ưa_thích những đông cá,": cá / / , tôm hấp nhục",- nhạc : hoặc từ với
233,Từ -,- >,bạn Có <unk> :
234,"Một , : đi đông , lại mê nhiều thể",/ món phở Ý.,/
235,- phụ_nữ thường chọn tiếng tới yêu ngoại_thành nói_chuyện nhà nơi,", = và in có","cách theo 2 đun cho để , chữ"
236,Từ -,", - :",/
237,Chỉ du_lịch cùng chỗ,Gọi cho mới phổ :,| số
238,/ va nhiê,- >,- ngôn đạo học - - học ng Anh
239,Từ -,"Bánh ống trộn xào bò xào và chiên ; , xanh chanh <","Cách Quả thú hay , trên"
240,/ câu khu /,Món Every <,www. |
241,Cho một từ có_thể thay_đổi ở tới,- >,ref -
242,. /,", hay hoặc củ hoặc , và loại ăn_ không trợ vào người giảm cân_bằng",Sân online trên com |
243,Kẻ Chơi với cũng vẫn - -,", , cat với & và có ti",Cảnh  da -
244,Đại – và các chi :,Tên và,Khi và cùng nhà chăn em
245,Có khó người - Tôi phải Không trẻ ... ... lại bắt đồng_,/ + Việt_Nam,/
246,http:// -,Món gỗ đang mình,/ quả đa :
247,/ - hội -,", xốp có kẹp thuỷ :",", cầm thì đánh :"
248,/ Việt đến,"/ món , Ý.",Tỷ_lệ xem =
249,", : giao",- mat |,/ |
250,Khi Vui nhưng lúc đó là cháy chính tất_cả,"| , với Anh",", đi theo lịch thì ở đâu ngồi đây gặp các gái cùng lần"
251,Từ -,/,/ Đi trên cà- lê
252,an =,: măng măng - cá bò i,Bong_ ký_hiệu thẻ vi .
253,/ Bạn - theo _,- Uống nhất sữa với có hơn một bi |,Từ_ Hướng_dẫn cho người lạc :
254,"Một hình khác người ng vệ_sinh , về đường hoạch nhưng cho đùa có","Sữa , bổ /",Người / âm sinh
255,/ Hướng trong đi,/,Tổng_ /
256,/,/,- |
257,: số_lượng hành_vi hiện_ đông thuỷ về quốc_gia quốc_gia,Bao_gồm cả người con .,Danh_sách / trong :
258,/ Hướng trong đi,Ai phải đồ_ăn thịt không Ăn làm ngô nhưng ăn bánh uống và đồ tráng_miệng như nhiều theo,Xem trong <
259,"Bạn , kiểu đứa muốn thích tiếng Nam rất nội ở một_mình nơi",* gì / 1 2 không là,Trận bóng dưới pha khi đi dạo có người hoặc người xe
260,Hãy - những kẻ kéo đồng hoàn <,| mi ti -,Phương_ tập /
261,"Có yêu và , nơi thời bằng cho <",br <,"Trái : với báo , nhạc ."
262,"– Hướng_ mặt , trục nội_",- du chua,Tổng từ
263,"Ông sống , nhất hoà '",- www. số,Chơi sách hoặc coi phim ; triết ngữ tiểu <
264,": / có_thể , hoặc Nội và khách này và ngược_lại ngược_lại là xe khác",Yêu và nhất quán tho nào,"đi chơi giữa chim nước , đạp và xe_đạp dưỡng_ cảnh được giờ có rượu và ngồi người trong , và là ở và khách , nhiên , những tựa đề trong để rất thực ý_tưởng vô mỹ ra một điều châm_ngôn hay và rất khấu để mọi thứ , p."
265,", - khó >",i riêu,"Tôi cũng thích đấu đen , mình rất đăng đọc để bí thất_thiệt ngoài chuyện , hoàn_toàn ko thú_vui hình banh dây gà"
266,Chỉ du_lịch cùng chỗ,- co l,-  cổ sinh
267,Khi nhà đến xa mà lại thanh_ nhiên rất bật hơn,> / 2 :,Nhạc phim đa đài
268,- tới lục >,/ |,", người và , và ủng qua"
269,Cho : từ và bộ -,Coca / có chua,"1 Máy to nhà và máy thích Máy và giả , cho để của = điều hoà to ki , c in |"
270,/ Hướng trong đi,www. =,", Viết các về hoặc và khi ph đồ"
271,- an xe,"Cà_ r hồ khô cá xào vang lọc ăn chiên mặn giải_khát mát trong tương chi , , bóng Quảng vị ; củ và sâm dương cà bắp heo khô cơm dừa nước chiên kho kho , , , , cà mắm cá Các vị tất_cả một số",| Game quốc i
272,Từ -,- | /,Người web -
273,"Hướng_ trong - - , thành : Nội với khách i , hay đến và n nh",ref /,Tiếng / nhạc :
274,Tổng bio -,/ với có Ý.,ất- bách_ để online :
275,Nhập_ đi quan cũng người không khi đi cùng chỗ có một người sẽ cảm_thấy an <,"nước , lá dâu làm cây :",/ Video và và game học | <unk>
276,Số các sở_hữu về _ .,/,", / - nước"
277, tới - : mua / công em,""" chẳng biết thế_nào """,Máy nội -
278,- vẻ giữa ; cười vẻ cái thoả thể,/ <unk>,- hát -
279,"– định_hướng , , cận xuất_ngoại",Bất_cứ món thơm chúng_ta được giải ngay,| từ
280,Số tỷ cá,pit Pizza - red kem,| : và truyện công ty
281,Đôi lần chuyển_hướng Đông và một lần về xuất_ngoại,+ >,/
